ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.156,0.128
BP,Lin,0.173,0.14
BP,Rel,0.154,0.109
BP,Resnik,0.105,0.077
BP,Wang,0.199,0.15
CC,Jiang,0.436,0.509
CC,Lin,0.245,0.23
CC,Rel,0.192,0.16
CC,Resnik,0.076,0.066
CC,Wang,0.335,0.349
MF,Jiang,0.283,0.29
MF,Lin,0.205,0.155
MF,Rel,0.178,0.107
MF,Resnik,0.088,0.048
MF,Wang,0.279,0.287
