ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.154,0.128
BP,Lin,0.171,0.14
BP,Rel,0.152,0.109
BP,Resnik,0.103,0.077
BP,Wang,0.199,0.151
CC,Jiang,0.436,0.51
CC,Lin,0.247,0.231
CC,Rel,0.193,0.161
CC,Resnik,0.076,0.066
CC,Wang,0.334,0.35
MF,Jiang,0.288,0.292
MF,Lin,0.211,0.155
MF,Rel,0.183,0.107
MF,Resnik,0.091,0.048
MF,Wang,0.283,0.287
