ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.16,0.122
BP,Lin,0.169,0.124
BP,Rel,0.143,0.1
BP,Resnik,0.093,0.069
BP,Wang,0.176,0.143
CC,Jiang,0.516,0.484
CC,Lin,0.258,0.209
CC,Rel,0.19,0.148
CC,Resnik,0.076,0.062
CC,Wang,0.365,0.325
MF,Jiang,0.352,0.247
MF,Lin,0.231,0.143
MF,Rel,0.165,0.099
MF,Resnik,0.07,0.049
MF,Wang,0.36,0.272
