from,to
1,43
2,75
8,35
9,7
10,55
11,76
12,54
13,31
15,47
16,3
17,26
18,69
19,71
22,63
24,30
25,67
27,4
28,5
29,6
32,62
33,38
40,68
41,42
44,14
45,23
48,70
49,66
50,21
51,46
56,39
57,59
58,52
60,37
61,53
64,72
65,20
73,34
74,36
