ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.162,0.109
BP,Lin,0.172,0.122
BP,Rel,0.146,0.096
BP,Resnik,0.096,0.069
BP,Wang,0.179,0.132
CC,Jiang,0.505,0.429
CC,Lin,0.266,0.2
CC,Rel,0.195,0.139
CC,Resnik,0.08,0.063
CC,Wang,0.382,0.328
MF,Jiang,0.331,0.269
MF,Lin,0.207,0.15
MF,Rel,0.15,0.101
MF,Resnik,0.063,0.044
MF,Wang,0.331,0.283
