ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.139,0.101
BP,Lin,0.149,0.119
BP,Rel,0.122,0.094
BP,Resnik,0.083,0.068
BP,Wang,0.157,0.131
CC,Jiang,0.491,0.429
CC,Lin,0.246,0.203
CC,Rel,0.175,0.141
CC,Resnik,0.074,0.065
CC,Wang,0.365,0.327
MF,Jiang,0.316,0.256
MF,Lin,0.187,0.143
MF,Rel,0.131,0.097
MF,Resnik,0.053,0.043
MF,Wang,0.314,0.273
