ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.154,0.108
BP,Lin,0.162,0.123
BP,Rel,0.137,0.097
BP,Resnik,0.09,0.069
BP,Wang,0.168,0.136
CC,Jiang,0.473,0.48
CC,Lin,0.246,0.231
CC,Rel,0.178,0.163
CC,Resnik,0.074,0.07
CC,Wang,0.357,0.342
MF,Jiang,0.31,0.289
MF,Lin,0.191,0.166
MF,Rel,0.138,0.112
MF,Resnik,0.057,0.047
MF,Wang,0.31,0.295
