ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.196,0.109
BP,Lin,0.205,0.122
BP,Rel,0.181,0.096
BP,Resnik,0.114,0.068
BP,Wang,0.207,0.135
CC,Jiang,0.491,0.462
CC,Lin,0.278,0.219
CC,Rel,0.211,0.153
CC,Resnik,0.084,0.067
CC,Wang,0.38,0.338
MF,Jiang,0.34,0.303
MF,Lin,0.23,0.173
MF,Rel,0.175,0.115
MF,Resnik,0.076,0.046
MF,Wang,0.338,0.307
