from,to
3,14
8,139
9,205
11,68
12,62
17,87
25,33
34,214
35,140
38,70
41,126
42,222
43,39
46,159
49,2
50,51
53,69
56,47
60,173
64,58
66,92
72,124
74,189
83,84
85,54
88,132
89,183
91,179
99,100
103,95
105,122
113,151
114,98
121,218
128,215
129,37
136,137
142,134
145,44
146,207
147,203
152,157
154,55
158,22
160,20
164,119
168,162
169,198
171,167
172,143
177,97
181,182
184,148
185,19
192,81
194,86
200,23
201,101
202,213
209,13
211,29
217,76
219,155
220,52
221,141
