from,to
2,43
3,59
4,15
6,23
8,9
10,47
12,77
13,71
16,49
18,20
24,17
25,19
27,51
29,7
32,26
33,22
35,46
36,30
37,39
41,68
42,70
48,60
50,62
53,54
56,52
58,55
61,14
64,76
66,74
67,5
69,78
72,28
75,38
