from,to
1,70
2,4
3,62
5,38
8,29
9,67
10,37
16,42
17,43
18,7
19,52
20,60
21,23
24,72
25,57
26,13
27,68
28,15
30,71
32,14
33,58
34,54
35,63
36,47
40,76
41,6
44,46
48,45
49,69
51,61
53,39
56,31
64,11
65,50
66,59
73,55
74,12
75,22
