mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
TNKS2,hsa-mir-1288,0.329194209,0.006955641,0.072631836,-0.546001087,0.004750879,0.086797028,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7579564516062144,0.833382352917498
SPATS2L,hsa-mir-891a,-0.405802648,0.000723617,0.01305756,0.605698073,0.001333557,0.042378738,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.34631011090847474,240.28879859525105
EID2B,hsa-mir-653,0.430704031,0.00030628,0.006494481,-0.630404435,0.000730462,0.02981257,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5900304929264777,2.949118687082989
TNS1,hsa-mir-197,-0.36593411,0.002514324,0.034471608,0.536892513,0.005653874,0.095390948,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7257354225754118,0.8427340131072207
TRPM3,hsa-mir-181c,0.487883151,3.25E-05,0.000974945,-0.744395423,1.98E-05,0.002906323,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.18709274768676695,0.36139799706039194
CACNB4,hsa-mir-181c,0.465644941,8.15E-05,0.00213794,-0.758538909,1.11E-05,0.001958963,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.7808278102415116,0.36139799706039194
HECTD2,hsa-mir-98,0.33801207,0.005507257,0.061458235,-0.662155959,0.000311369,0.017742956,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4085660454225818,0.5447142534963656
DEPDC1B,hsa-mir-181c,0.585418412,2.43E-07,1.24E-05,-0.743816466,2.03E-05,0.002952546,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.3232109748930236,0.36139799706039194
MEGF8,hsa-mir-197,-0.368120399,0.002357605,0.032838134,0.556222653,0.003885467,0.077640898,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.469301961301913,0.8427340131072207
ALDH1B1,hsa-mir-200a,0.332896072,0.006311259,0.067761193,-0.583880762,0.002181851,0.056239628,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5064139014905682,0.6946692350111816
VRK3,hsa-mir-10a,0.365269712,0.002563759,0.034970154,-0.55766455,0.003774878,0.076461389,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0183647943901655,1.767051532037896
THAP3,hsa-mir-136,0.395009251,0.001029509,0.01728359,-0.548809662,0.004498301,0.084269447,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7367394670632295,0.38823669465890376
LEPREL2,hsa-mir-222,-0.312025706,0.010756954,0.098390647,0.6104272,0.001192965,0.03976455,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8711287965565316,10.829865778156416
TBCK,hsa-mir-182,-0.357130882,0.003243698,0.041735986,0.546922275,0.00466675,0.085957377,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6580730105570378,9.028667382790683
OGFOD1,hsa-mir-200b,-0.422566936,0.000408606,0.008220974,0.594955457,0.00170677,0.048910962,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0459627543854668,0.7213214040642373
FADD,hsa-mir-589,0.322671627,0.008232217,0.081832545,-0.599696728,0.001532287,0.045916879,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.8748867977591929,1.5907800827445417
PNRC2,hsa-mir-335,0.365915254,0.002515716,0.034485723,-0.554197171,0.00404544,0.079409343,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6746243466618052,0.28764613941973094
TRPC6,hsa-mir-203,0.506269081,1.45E-05,0.000481637,-0.744015263,2.01E-05,0.002936569,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8746005580156608,0.4947712619017015
ZFYVE1,hsa-mir-497,-0.340741097,0.005116449,0.058330318,0.577124323,0.002523861,0.061126626,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.5845974645550376,0.2788745175324411
HTR1F,hsa-mir-411,0.651436446,3.16E-09,2.28E-07,-0.602384045,0.001440364,0.044302412,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5284568679923983,0.5879532179122532
RUNX1,hsa-mir-96,-0.329130534,0.006967211,0.072716065,0.577204456,0.002519552,0.061085858,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.9223266614243675,7.802999589180372
BMPR1A,hsa-mir-98,0.383962063,0.001459248,0.022705649,-0.534514228,0.005912071,0.097642542,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4980127279871422,0.5447142534963656
KCNAB2,hsa-mir-193a,0.567562355,6.71E-07,3.11E-05,-0.569648761,0.002954515,0.066691967,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6511959850865612,0.5861734096629486
EPB41L4A,hsa-mir-766,-0.371544342,0.002129665,0.030372142,0.652552703,0.000407104,0.020851595,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1758729816342046,2.0858630580175337
MYO5B,hsa-mir-199b,-0.345619681,0.004478428,0.053001633,0.553578297,0.004095416,0.079946413,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.4141224510174606,0.21232662085449638
UNC5D,hsa-mir-10a,0.323299757,0.008100957,0.080895819,-0.548257107,0.004547076,0.084746271,targetprofiler-Yes,targetscan-NO,miRanda-NO,4.287447632916557,1.767051532037896
PRAF2,hsa-mir-182,-0.351429872,0.003811157,0.047057417,0.726272509,3.95E-05,0.004626465,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.8554692165888425,9.028667382790683
TSPAN9,hsa-mir-195,-0.366316401,0.002486267,0.034195363,0.58872176,0.001961874,0.05290864,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.0335434922503026,0.2828659796341299
ENTPD7,hsa-mir-96,-0.373434429,0.002012475,0.029071412,0.575765969,0.002597871,0.062115953,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3193032519450009,7.802999589180372
KLHL3,hsa-mir-424,-0.370527432,0.002195211,0.031092449,0.53845355,0.005489608,0.09396283,targetprofiler-Yes,targetscan-NO,miRanda-NO,7.781988261236089,0.8452863242821164
C11orf45,hsa-mir-204,0.503051283,1.67E-05,0.00054603,-0.591836205,0.001830619,0.050868492,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.2642437376061806,0.10297163414087614
KIAA0907,hsa-mir-377,0.664119317,1.21E-09,9.43E-08,-0.536187833,0.005729369,0.096062054,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7543186208060484,0.5793353782878355
PTPRJ,hsa-mir-132,-0.385741242,0.001380639,0.021747528,0.585229415,0.00211855,0.055286523,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.2060863445699397,0.42532602610907083
MXRA5,hsa-mir-618,-0.396685236,0.000975413,0.016566159,0.539427076,0.005389212,0.093070237,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4572157484934717,6.850075395419007
PFN4,hsa-mir-145,0.422373363,0.000411381,0.008266664,-0.56942101,0.002968559,0.066877123,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.35670718639081633,0.24093897791939958
SMYD5,hsa-mir-141,-0.372359089,0.00207842,0.029812669,0.631871516,0.000703684,0.029155824,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9946654937534698,4.5453176708474565
ST7,hsa-mir-765,-0.470945337,6.59E-05,0.001783551,0.584343423,0.002159956,0.055885448,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.9908243452020336,1.3109124642216308
APCDD1L,hsa-mir-34b,0.913116721,0,0,-0.60409784,0.001384248,0.043306149,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2535414532627854,2.1269214199922
C1orf27,hsa-mir-877,0.414583679,0.0005384,0.010280649,-0.537551711,0.005584011,0.094760673,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6998824117688957,0.5094224090648654
ANP32E,hsa-mir-656,0.496107326,2.27E-05,0.000715992,-0.600309246,0.001510904,0.045576688,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.40396867145076887,0.9405938351178694
TMBIM1,hsa-mir-489,0.611622846,4.88E-08,2.85E-06,-0.539884175,0.005342609,0.092638256,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9943235103736685,0.5601852498045503
SLC5A10,hsa-mir-23a,0.469073451,7.10E-05,0.001902484,-0.663019624,0.000303811,0.017460139,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.004122007830476784,0.7216925047573296
SNX2,hsa-mir-454,0.332203865,0.006427603,0.068667667,-0.546457947,0.004708997,0.086390858,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9531744113042389,0.8084011782944432
ASCC1,hsa-mir-877,0.461849262,9.48E-05,0.002429024,-0.589239287,0.001939522,0.052565205,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4933332645666889,0.5094224090648654
PRPSAP1,hsa-mir-141,-0.317427532,0.009402521,0.089779445,0.607331746,0.001283461,0.041456207,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.5750954765652891,4.5453176708474565
ANAPC7,hsa-mir-1292,0.369641585,0.002253774,0.031726768,-0.553430662,0.004107415,0.080073889,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0190135372002285,0.8764425322505667
FGFR4,hsa-mir-31,0.383988358,0.001458057,0.022692961,-0.702393267,9.07E-05,0.008051007,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.05605479030823973,0.8368724603851131
CFL2,hsa-mir-1288,-0.312653434,0.010591325,0.097355239,0.598720361,0.001566909,0.046508979,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.8604540944646284,0.833382352917498
SENP3,hsa-mir-197,0.327744832,0.00722323,0.074588302,-0.540749152,0.005255349,0.091822045,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.6586265586111802,0.8427340131072207
DOCK11,hsa-mir-26b,0.538189032,3.15E-06,0.000125324,-0.535062691,0.005851666,0.097119349,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.0984406132519188,0.3835812740586469
ACRC,hsa-mir-1976,0.495269846,2.36E-05,0.000739549,-0.578639907,0.002443413,0.05997963,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5966568199412032,1.3372446678324954
PPARGC1B,hsa-mir-629,0.323629328,0.008032822,0.08041246,-0.567495401,0.003089585,0.068361587,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6665039009289702,1.3329442564717202
UCHL5,hsa-mir-186,0.3289932,0.006992224,0.072890951,-0.657308263,0.000356905,0.019268289,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6167703496672955,0.8739150308976713
ADAP2,hsa-mir-935,0.451385824,0.000142372,0.003427621,-0.542653868,0.005067421,0.090016199,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2944105665095336,1.6534657441009801
SKA2,hsa-mir-136,0.553616602,1.42E-06,6.13E-05,-0.594256543,0.001733877,0.049361143,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.634453656992576,0.38823669465890376
PIK3R1,hsa-mir-1288,0.370558957,0.002193152,0.031070242,-0.554145006,0.004049632,0.079457699,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.47092540294467433,0.833382352917498
FUT8,hsa-mir-708,0.515015978,9.67E-06,0.000338432,-0.542834387,0.005049908,0.089864476,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.7306721164247224,0.5563497455768013
SAMD3,hsa-mir-203,0.312825285,0.010546369,0.097076012,-0.62101251,0.000923709,0.034272226,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6558097667713584,0.4947712619017015
TRIM46,hsa-mir-708,0.315402762,0.009891718,0.09293198,-0.545536007,0.004793837,0.087241147,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4135402269361232,0.5563497455768013
KL,hsa-mir-181c,0.531432312,4.41E-06,0.000168782,-0.804201894,1.27E-06,0.000445179,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.10334063350054364,0.36139799706039194
OSBPL6,hsa-mir-935,0.624817907,2.06E-08,1.29E-06,-0.648619923,0.00045315,0.02222643,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.4839454918012605,1.6534657441009801
EYA2,hsa-mir-326,0.415915013,0.000514436,0.009908935,-0.578697919,0.002440378,0.059941558,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3212191755693923,0.3932757190292905
PKD2,hsa-mir-183,-0.344163512,0.004661061,0.05455237,0.53826758,0.005508964,0.094149749,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.39541419718788867,6.453356374694586
DHRS1,hsa-mir-200b,0.315637235,0.009833957,0.092541864,-0.57429284,0.002680216,0.063231772,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5720308663235859,0.7213214040642373
PDE4D,hsa-mir-10a,0.374754982,0.001934061,0.028184027,-0.562877292,0.003397033,0.072060749,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8932633733201263,1.767051532037896
NUDT4,hsa-mir-335,0.34452499,0.00461512,0.054158137,-0.567706616,0.003076108,0.068193361,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3268676812119308,0.28764613941973094
NT5M,hsa-mir-1226,0.336329649,0.005761084,0.063455105,-0.623172297,0.00087575,0.033216808,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4187901644708176,0.5289290442010846
GLB1L2,hsa-mir-1976,-0.378086257,0.001748278,0.026089137,0.587995231,0.001993625,0.053416407,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.3872260956870464,1.3372446678324954
SEC61A2,hsa-mir-195,0.337602206,0.005568168,0.061954358,-0.668636913,0.000258447,0.015807637,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.4205458526709474,0.2828659796341299
PLEKHH1,hsa-mir-193a,-0.318918769,0.009055831,0.087431053,0.805878244,1.16E-06,0.00041845,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.826984771104962,0.5861734096629486
CTNNBIP1,hsa-mir-625,0.34677363,0.004338224,0.051778641,-0.649483096,0.000442674,0.021921304,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5097675950468444,1.1376509698881738
PRPSAP2,hsa-mir-335,0.373217398,0.002025632,0.029214245,-0.586282352,0.002070225,0.054523284,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.550032060873696,0.28764613941973094
MGAT5B,hsa-mir-629,0.346205262,0.004406787,0.052379186,-0.532908735,0.006091911,0.099241204,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.169881236030426,1.3329442564717202
GK,hsa-mir-182,0.460726538,9.91E-05,0.002520449,-0.573957079,0.002699292,0.06348623,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.6756045935292279,9.028667382790683
SIK2,hsa-mir-651,0.401962238,0.000821446,0.014457262,-0.54650841,0.00470439,0.086336756,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.034507370708233,7.3113883481540425
ADM2,hsa-mir-1266,0.416775313,0.000499471,0.009681377,-0.636403454,0.000626257,0.027047143,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.020535297884792,1.5771933549472101
ATP1B1,hsa-mir-335,0.392724283,0.001107628,0.018305328,-0.624380349,0.000849874,0.032672114,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7626440272916555,0.28764613941973094
PIK3R3,hsa-mir-204,0.583165388,2.77E-07,1.39E-05,-0.61779631,0.000999323,0.035901025,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0933009075747955,0.10297163414087614
C19orf77,hsa-mir-765,-0.334500377,0.006048699,0.065728678,0.773033923,5.90E-06,0.001281367,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.613323470265553,1.3109124642216308
ST3GAL1,hsa-mir-765,-0.347601241,0.004240076,0.050931812,0.590014393,0.001906452,0.052062784,targetprofiler-NO,targetscan-Yes,miRanda-NO,6.673525512256868,1.3109124642216308
LAMC1,hsa-mir-1288,0.317000499,0.009503904,0.090437843,-0.554625737,0.004011135,0.079001948,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9516058991335685,0.833382352917498
SH3BGRL2,hsa-mir-500a,0.486958368,3.38E-05,0.001008531,-0.648221105,0.000458063,0.022383383,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.31939417405163173,0.6670667639650659
SPRY3,hsa-mir-1271,-0.333652284,0.006186275,0.06678905,0.543398791,0.00499548,0.089318742,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.2430236069231477,0.3975005453593742
ATPAF2,hsa-mir-181c,0.349632167,0.00400751,0.048852071,-0.565539348,0.003216791,0.069912594,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.9236298399772369,0.36139799706039194
ALG6,hsa-mir-873,0.818921116,0,0,-0.595371894,0.001690792,0.048615353,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6078167537274963,0.9302266631592804
PRF1,hsa-mir-1266,0.318288378,0.009201003,0.088429553,-0.642337337,0.000536109,0.024672132,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4176885254449856,1.5771933549472101
BMS1P5,hsa-mir-204,0.38734367,0.001313125,0.020912309,-0.58537434,0.002111842,0.055198448,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.527886918504259,0.10297163414087614
TMEM180,hsa-mir-10a,-0.45170526,0.000140643,0.003393367,0.822154572,4.63E-07,0.000220861,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.39369297465367603,1.767051532037896
PNMA2,hsa-mir-935,0.534012837,3.88E-06,0.000150841,-0.584909664,0.002133414,0.055498316,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.11281087587078623,1.6534657441009801
CEP97,hsa-mir-873,0.578519734,3.63E-07,1.78E-05,-0.563785942,0.003334571,0.071262054,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7566401234175086,0.9302266631592804
HMGCL,hsa-mir-181c,0.349206835,0.004055257,0.049279985,-0.710914256,6.80E-05,0.006682368,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.6311171586383844,0.36139799706039194
STX12,hsa-mir-454,0.347820959,0.004214352,0.050708775,-0.619420672,0.000960493,0.035089629,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5088782796523068,0.8084011782944432
CLIP2,hsa-mir-940,0.537812887,3.21E-06,0.000127485,-0.563489235,0.003354859,0.071537118,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7484114842525368,0.8244011191428098
GRB10,hsa-mir-1976,-0.478065754,4.92E-05,0.001389412,0.618419371,0.000984272,0.035573662,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.7692198918434374,1.3372446678324954
ACSS3,hsa-mir-345,-0.345199664,0.004530445,0.053437148,0.598507243,0.001574555,0.046650152,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.542482285422413,0.5437834076383681
CNP,hsa-mir-940,0.620842887,2.68E-08,1.64E-06,-0.615803405,0.001048807,0.036904083,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2557709739267666,0.8244011191428098
UGT1A9,hsa-mir-181c,0.517013031,8.81E-06,0.000311615,-0.671607922,0.000236937,0.01495144,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.004739954986363617,0.36139799706039194
LOC100130581,hsa-mir-31,-0.32929835,0.006936753,0.072484646,0.645750065,0.000489546,0.023317706,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4765450003171388,0.8368724603851131
ATR,hsa-mir-30a,0.312677114,0.01058512,0.097320301,-0.578568895,0.002447133,0.060044531,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.492411061519713,0.6143766054341347
TMEM194B,hsa-mir-22,0.311216438,0.010973797,0.099737111,-0.628724036,0.000762213,0.030605907,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8028328024281235,2.0329303628496733
NUDT3,hsa-mir-1976,0.555033517,1.32E-06,5.74E-05,-0.576356015,0.002565498,0.061691356,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8860100612390213,1.3372446678324954
PIK3R3,hsa-mir-1251,0.394636475,0.001041904,0.017445669,-0.660047036,0.000330515,0.018362545,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0933009075747955,0.036082091131735446
ZRANB2,hsa-mir-197,0.387661123,0.001300108,0.020742907,-0.546435042,0.004711089,0.086413619,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7412823111143972,0.8427340131072207
WDFY1,hsa-mir-1288,0.379377524,0.001680686,0.025318251,-0.636696544,0.000621514,0.026920042,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6687940433911688,0.833382352917498
ACSS2,hsa-mir-378,-0.336491668,0.0057362,0.063255749,0.758594739,1.11E-05,0.001956378,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.9054555863997922,0.7375206885545217
FAM161A,hsa-mir-203,-0.334717727,0.006013877,0.065460617,0.610049687,0.001203699,0.039962234,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3542992319107414,0.4947712619017015
C3orf55,hsa-mir-377,0.317334196,0.009424599,0.089919305,-0.545142714,0.004830419,0.087622488,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.15631164186828436,0.5793353782878355
SPTBN4,hsa-mir-1976,-0.336729274,0.005699878,0.062985905,0.654220233,0.000388844,0.020265776,targetprofiler-Yes,targetscan-NO,miRanda-NO,12.823615745442522,1.3372446678324954
CLDN16,hsa-mir-132,0.891249415,0,0,-0.581485538,0.002298261,0.057936567,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.008099975503008894,0.42532602610907083
TTL,hsa-mir-182,-0.388819382,0.001253595,0.020173875,0.573059844,0.002750837,0.064161384,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.7071436297371643,9.028667382790683
CLIC4,hsa-mir-935,0.46574428,8.12E-05,0.002131032,-0.659444883,0.000336166,0.018564317,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.17725534853570393,1.6534657441009801
TRDMT1,hsa-mir-484,0.483360111,3.94E-05,0.001149345,-0.588755617,0.001960405,0.052885702,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.2863993978447871,0.906644944768702
COASY,hsa-mir-146a,0.376846505,0.001815459,0.026851207,-0.537603287,0.005578575,0.094732329,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7382241274086713,0.6185071315409284
CENPO,hsa-mir-146a,0.558834559,1.08E-06,4.78E-05,-0.589372293,0.001933813,0.052479761,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.859108487503698,0.6185071315409284
PLEKHG2,hsa-mir-378,0.425948689,0.000362793,0.007459139,-0.538204764,0.005515515,0.094198413,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.5401902502824505,0.7375206885545217
EIF4EBP2,hsa-mir-378,-0.332806944,0.006326135,0.067878577,0.852624434,6.25E-08,5.48E-05,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.1017677154123813,0.7375206885545217
ARAP1,hsa-mir-1180,-0.535657499,3.58E-06,0.000140311,0.689824167,0.00013608,0.010526968,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.225375231534851,0.3973841754618738
RAD54L,hsa-mir-222,-0.317552674,0.009372989,0.089587733,0.884658606,4.39E-09,8.37E-06,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.5425669418414283,10.829865778156416
IRX5,hsa-mir-656,0.623336515,2.27E-08,1.41E-06,-0.59052592,0.001884894,0.051730451,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.059682542025472705,0.9405938351178694
CCDC142,hsa-mir-340,0.360663651,0.002931005,0.038685308,-0.567166171,0.003110691,0.068603806,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6839456189980796,1.1767706157899684
CCL28,hsa-mir-1976,0.432769732,0.000284338,0.006102096,-0.690871265,0.000131653,0.01030911,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2515177110706411,1.3372446678324954
PDXP,hsa-mir-625,0.552610301,1.50E-06,6.43E-05,-0.602771514,0.001427509,0.044091022,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7367288654412577,1.1376509698881738
CCDC85C,hsa-mir-204,-0.317214565,0.009452963,0.090099213,0.584257856,0.002163991,0.055947238,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.6327836425439366,0.10297163414087614
NRM,hsa-mir-378,0.53679315,3.38E-06,0.000133438,-0.590118716,0.001902039,0.051994955,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5541837234852899,0.7375206885545217
VDR,hsa-mir-1976,-0.44818303,0.000160822,0.003800269,0.598758744,0.001565536,0.046485177,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.355907632450812,1.3372446678324954
KIAA0513,hsa-mir-204,0.634873551,1.03E-08,6.84E-07,-0.557059788,0.003820932,0.077009848,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0228683411372395,0.10297163414087614
LGI2,hsa-mir-154,0.927109794,0,0,-0.654603896,0.000384746,0.020151731,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.15273096828387706,0.6189748451178642
YKT6,hsa-mir-34a,-0.352614249,0.003686504,0.045906728,0.549526386,0.004435693,0.083635843,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.018420715145762,0.9826729622568406
MYO5B,hsa-mir-323,-0.324530025,0.00784916,0.07914506,0.5335334,0.006021401,0.098610737,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.4141224510174606,0.7790574031780324
SPDYE1,hsa-mir-378,0.354151498,0.003530115,0.044436971,-0.589704013,0.001919636,0.052254854,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1928012837174364,0.7375206885545217
SPOPL,hsa-mir-31,0.334013565,0.006127336,0.066344877,-0.608788499,0.001240163,0.040621989,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.493382667171103,0.8368724603851131
PPIL6,hsa-mir-141,-0.369414925,0.002268981,0.031886054,0.578947274,0.002427368,0.059736171,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.23542982784196678,4.5453176708474565
STIM1,hsa-mir-186,-0.39078192,0.001178198,0.019222156,0.54137735,0.00519273,0.091229877,targetprofiler-NO,targetscan-Yes,miRanda-NO,5.220314850293472,0.8739150308976713
MAPK4,hsa-mir-1262,0.372373498,0.002077524,0.029803075,-0.550248088,0.004373396,0.082984153,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9417789053169445,1.141544518086633
KCTD17,hsa-mir-378,0.561745662,9.23E-07,4.15E-05,-0.600502344,0.001504216,0.045452168,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.4937773624166679,0.7375206885545217
LMO4,hsa-mir-3653,0.52193797,6.98E-06,0.000253831,-0.573739096,0.002711739,0.063661889,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7709450363666737,2.037072901854772
PPT2,hsa-mir-141,-0.640359606,7.04E-09,4.80E-07,0.569936566,0.002936849,0.066444852,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.4457085313189637,4.5453176708474565
NPNT,hsa-mir-22,-0.382931223,0.001506613,0.023266826,0.737836215,2.56E-05,0.003431539,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.256474410499477,2.0329303628496733
ATXN7L3,hsa-mir-378,0.317327317,0.009426228,0.089930016,-0.674865534,0.000215165,0.014111524,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7860580763931523,0.7375206885545217
PARVB,hsa-mir-940,-0.388643297,0.001260568,0.020266959,0.654849722,0.000382139,0.020072014,targetprofiler-Yes,targetscan-Yes,miRanda-NO,9.622793115651424,0.8244011191428098
TRIM52,hsa-mir-889,0.342801185,0.004837853,0.056044669,-0.572139167,0.002804596,0.064813499,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5815808508893046,0.6826614751432003
PREPL,hsa-mir-30e,-0.318418253,0.00917093,0.088227898,0.612707079,0.001129875,0.038590229,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.45259800301723924,1.6810809545689835
