mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
UHRF2,hsa-mir-221,0.528227338,4.80E-05,0.002272702,-0.794383998,0.003492764,0.083904958,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1689436247618588,2.2774778051866083
TBC1D19,hsa-mir-382,0.437160915,0.001063838,0.027272368,-0.858467558,0.000717561,0.049386481,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.7034048117572834,3.472132278915061
NAP1L1,hsa-mir-221,0.444461714,0.000855566,0.023052759,-0.821400597,0.001931793,0.069004172,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0210721520665538,2.2774778051866083
TMEM170B,hsa-mir-382,0.405881549,0.00256675,0.053094197,-0.893653226,0.000209029,0.031551738,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6469110573144835,3.472132278915061
SMPD2,hsa-mir-221,-0.412080967,0.002169829,0.046829681,0.785337663,0.00418037,0.089128181,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.742579712252115,2.2774778051866083
PCDH7,hsa-mir-221,0.451972028,0.000680306,0.019274073,-0.87123237,0.000478074,0.042784031,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2998627643694648,2.2774778051866083
DDHD2,hsa-mir-487a,0.519178473,6.80E-05,0.003030479,-0.776867495,0.00491038,0.094070939,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7771622664958859,4.885161194501278
ZC3H13,hsa-mir-382,0.436680391,0.001079021,0.027572193,-0.773228046,0.005251289,0.096208589,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7631489823685768,3.472132278915061
DOK6,hsa-mir-382,0.943689839,0,0,-0.827747478,0.001657552,0.065662238,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.1324003049788116,3.472132278915061
ASB1,hsa-mir-382,0.450658026,0.000708412,0.019896238,-0.875097586,0.000419234,0.04080878,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.48091120049417435,3.472132278915061
SGCE,hsa-mir-221,0.377041927,0.005386328,0.090861513,-0.843348229,0.001107293,0.057286519,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.38476550210196336,2.2774778051866083
MAPK4,hsa-mir-132,0.460164099,0.000526619,0.015765652,-0.770457398,0.005522264,0.097824615,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.07047603448409447,1.3431645292887737
CSF1,hsa-mir-221,0.494696742,0.000166308,0.006283821,-0.796922187,0.003315903,0.082482445,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.5653830498090227,2.2774778051866083
CNTLN,hsa-mir-377,0.728289359,6.39E-10,1.10E-07,-0.77309654,0.005263925,0.096290554,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6520505950238701,5.243638471976617
PCNX,hsa-mir-382,0.419805452,0.001752187,0.039860462,-0.837506998,0.001294043,0.060429262,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.74196477859789,3.472132278915061
ZNF354C,hsa-mir-382,0.627545214,4.93E-07,4.51E-05,-0.894198153,0.000204418,0.031288661,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.5350002655451328,3.472132278915061
MAPRE2,hsa-mir-382,0.436122455,0.001096895,0.027919831,-0.936366419,2.21E-05,0.012132785,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.32299871046470746,3.472132278915061
ACTR1A,hsa-mir-106b,0.442610387,0.000904579,0.024070266,-0.892409267,0.00021985,0.032170445,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8416471044333698,5.875647904035055
RPP14,hsa-mir-377,0.457999625,0.000563832,0.016638035,-0.856423347,0.000763031,0.050517539,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9391370750240651,5.243638471976617
SLC2A13,hsa-mir-382,0.450891527,0.000703342,0.019786258,-0.824980789,0.001773245,0.067097678,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5193938021634956,3.472132278915061
GOLGA7,hsa-mir-590,0.530007282,4.47E-05,0.002145185,-0.857845043,0.000731185,0.04971902,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1058010962361688,9.351804524180261
NDUFA4,hsa-mir-590,0.523339965,5.80E-05,0.00265819,-0.872166504,0.000463315,0.042330144,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9253342363775218,9.351804524180261
RRAGD,hsa-mir-382,0.483742316,0.000242928,0.008527456,-0.835046596,0.001379398,0.061737044,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.51615586462932,3.472132278915061
EIF5A2,hsa-mir-221,0.377267584,0.005356512,0.090502687,-0.853627589,0.000828693,0.051932756,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.076970544629488,2.2774778051866083
PCGF6,hsa-mir-382,0.498813034,0.000143756,0.005587005,-0.803417757,0.002893556,0.078921827,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.225215976079798,3.472132278915061
NAP1L1,hsa-mir-590,0.381964447,0.004767906,0.083275944,-0.875808482,0.000409039,0.040474959,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0210721520665538,9.351804524180261
MCPH1,hsa-mir-382,0.466567494,0.00042916,0.013420694,-0.825858193,0.001735922,0.066647149,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0851149645611062,3.472132278915061
JRK,hsa-mir-382,0.441093654,0.000946598,0.02492938,-0.772912328,0.005281662,0.096396761,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.520774144879882,3.472132278915061
MSN,hsa-mir-221,0.432971222,0.001202922,0.029955811,-0.830298423,0.001555973,0.064292558,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.9163007034889512,2.2774778051866083
PHF10,hsa-mir-106b,0.599499187,2.10E-06,0.000159353,-0.781482546,0.004501891,0.091377759,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8184464166502124,5.875647904035055
ZCCHC14,hsa-mir-382,0.685126067,1.52E-08,2.02E-06,-0.805143778,0.002788393,0.077940403,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8324487465952286,3.472132278915061
DNAJC6,hsa-mir-382,0.722473428,1.01E-09,1.68E-07,-0.923444156,4.98E-05,0.017394274,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.3714944971039857,3.472132278915061
CCDC25,hsa-mir-382,0.628425417,4.70E-07,4.33E-05,-0.895282007,0.000195477,0.030731096,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9682871688937311,3.472132278915061
FOXA1,hsa-mir-132,-0.424835357,0.001520352,0.035807606,0.850400502,0.000909682,0.053653571,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.9631990388170508,1.3431645292887737
PLCB4,hsa-mir-382,0.765516725,2.45E-11,5.38E-09,-0.924562427,4.67E-05,0.016914196,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.113736467926239,3.472132278915061
OSBPL8,hsa-mir-221,0.439595064,0.000989829,0.025800232,-0.851102798,0.00089157,0.053275856,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0707129131348048,2.2774778051866083
ANO5,hsa-mir-382,0.669826748,4.14E-08,4.98E-06,-0.93991769,1.71E-05,0.010735786,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.14527312735300002,3.472132278915061
ZHX3,hsa-mir-382,0.66286459,6.39E-08,7.35E-06,-0.894668169,0.000200503,0.031058685,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3959547560697827,3.472132278915061
SIRT1,hsa-mir-590,0.390077155,0.003884048,0.071866382,-0.782355665,0.004427525,0.090874283,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6558162734059915,9.351804524180261
KLHDC5,hsa-mir-382,0.430531229,0.001291229,0.03162296,-0.830919878,0.00153195,0.063954587,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.32322925139193637,3.472132278915061
SPAG8,hsa-mir-382,0.384845065,0.004435702,0.079105679,-0.861575469,0.000652386,0.047753481,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5003387282643671,3.472132278915061
SLC25A4,hsa-mir-487a,0.49780471,0.000149006,0.005751347,-0.799920836,0.003115617,0.080820101,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.27406274059963853,4.885161194501278
CCDC50,hsa-mir-199b,0.457726674,0.000568689,0.016749148,-0.822631945,0.001876116,0.068337886,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5187189188760636,2.536794547710018
WDR17,hsa-mir-382,0.653257447,1.14E-07,1.24E-05,-0.88305815,0.000315454,0.036829751,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7064625268998628,3.472132278915061
SGTB,hsa-mir-382,0.408700836,0.002378892,0.050181458,-0.875190453,0.000417891,0.040766689,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7838724993796389,3.472132278915061
PTP4A1,hsa-mir-216a,0.40331166,0.002749333,0.055857917,-0.827742752,0.001657745,0.065663483,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7974986306463553,4.041058677926685
DCAF5,hsa-mir-382,0.555749034,1.56E-05,0.000884424,-0.859777259,0.000689524,0.048662208,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8991633316553026,3.472132278915061
SPIRE1,hsa-mir-221,0.46431846,0.000461353,0.014208864,-0.817839462,0.00209977,0.070940108,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6674848344468364,2.2774778051866083
FYTTD1,hsa-mir-382,0.560528764,1.27E-05,0.000743164,-0.811189112,0.002442352,0.074633964,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0166632557556403,3.472132278915061
SSBP2,hsa-mir-199b,0.597162608,2.36E-06,0.000175891,-0.784706318,0.004231825,0.089510134,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.47682909822569763,2.536794547710018
SMAD5,hsa-mir-382,0.414523891,0.002029071,0.044531677,-0.801690047,0.003001745,0.079885424,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.961114940574511,3.472132278915061
MKX,hsa-mir-487a,0.505367071,0.000113549,0.004614879,-0.784846439,0.004220365,0.089430303,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.07524803488021746,4.885161194501278
FAM161B,hsa-mir-382,0.555650584,1.57E-05,0.000887549,-0.785528183,0.004164934,0.089025482,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5877382910274116,3.472132278915061
LRCH2,hsa-mir-382,0.553996636,1.68E-05,0.000942168,-0.879571631,0.000358165,0.038559159,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.23283323783547533,3.472132278915061
IGSF21,hsa-mir-382,0.856478806,4.44E-16,1.80E-13,-0.797346655,0.003286987,0.082237842,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.6727954919013678,3.472132278915061
EML1,hsa-mir-199b,0.394249827,0.003488374,0.066470766,-0.787772014,0.00398629,0.087720914,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.155195810264223,2.536794547710018
CELF1,hsa-mir-382,0.385283734,0.00438694,0.07847674,-0.86002061,0.000684407,0.048529176,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9397736207412561,3.472132278915061
MTX3,hsa-mir-487a,0.481725212,0.000260124,0.009010509,-0.803311828,0.002900104,0.078977814,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0417497795409003,4.885161194501278
PDHA1,hsa-mir-590,0.382381464,0.004718501,0.082664993,-0.816031517,0.002189106,0.071877895,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1113634948786462,9.351804524180261
RGAG4,hsa-mir-382,0.808542966,2.45E-13,7.21E-11,-0.935974348,2.27E-05,0.012295351,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.24447560622104622,3.472132278915061
EPM2A,hsa-mir-382,0.522674016,5.95E-05,0.002714918,-0.904150128,0.000133012,0.026443441,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.14164902584529093,3.472132278915061
NEGR1,hsa-mir-382,0.536410023,3.47E-05,0.001735942,-0.940112634,1.69E-05,0.010674285,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.06454284355842613,3.472132278915061
UBE2V2,hsa-mir-590,0.474300029,0.000333391,0.010983264,-0.76793146,0.005778143,0.099372868,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2058940968854064,9.351804524180261
JAM3,hsa-mir-382,0.98224261,0,0,-0.864312254,0.000598786,0.04635342,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.16923088159153385,3.472132278915061
DNAJC15,hsa-mir-3653,0.425802933,0.001479038,0.035072108,-0.800454995,0.003080905,0.080521225,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.970096103565549,7.456095851404333
RIC3,hsa-mir-382,0.791556008,1.72E-12,4.48E-10,-0.878643461,0.00037024,0.039006799,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.30037177270480503,3.472132278915061
ZNF470,hsa-mir-382,0.565359078,1.03E-05,0.00062109,-0.776656225,0.004929711,0.094198388,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8087239274086279,3.472132278915061
SYT11,hsa-mir-382,0.63808719,2.75E-07,2.70E-05,-0.779542575,0.004670417,0.092523204,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.344752468344195,3.472132278915061
USP13,hsa-mir-382,0.641027679,2.33E-07,2.33E-05,-0.863006909,0.000623919,0.047027033,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6785685080765621,3.472132278915061
ULK2,hsa-mir-382,0.413183313,0.002105273,0.045785411,-0.868432063,0.000524458,0.044167709,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7510004293065577,3.472132278915061
CAMTA1,hsa-mir-106b,0.478633507,0.000288638,0.009792838,-0.817095469,0.002136197,0.071324903,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.9580961916133195,5.875647904035055
FBXW11,hsa-mir-199b,0.497942538,0.000148278,0.00572857,-0.800794572,0.003058987,0.080345382,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8087938253866859,2.536794547710018
NBEA,hsa-mir-382,0.938315207,0,0,-0.90322059,0.000138725,0.026882634,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.1598536304148674,3.472132278915061
MTMR7,hsa-mir-382,0.930469832,0,0,-0.925717347,4.36E-05,0.016390457,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8235506656714207,3.472132278915061
CCDC149,hsa-mir-382,0.470868962,0.000373194,0.012015033,-0.806074682,0.002732869,0.077443679,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6828757437188628,3.472132278915061
CAPN7,hsa-mir-382,0.485086535,0.00023205,0.008218926,-0.874766728,0.000424044,0.040980635,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0450277849796998,3.472132278915061
TDRD3,hsa-mir-382,0.530706337,4.35E-05,0.002096122,-0.823160534,0.001852587,0.068072078,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8743019693498165,3.472132278915061
ANKHD1,hsa-mir-382,0.672174898,3.56E-08,4.36E-06,-0.885232558,0.00029085,0.035717699,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0085092562846376,3.472132278915061
RUFY3,hsa-mir-487a,0.887380955,0,0,-0.800765533,0.003060857,0.080363289,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8740835035221054,4.885161194501278
ZDHHC17,hsa-mir-382,0.390728793,0.003819764,0.070994878,-0.954456512,5.03E-06,0.005825791,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.801559091729245,3.472132278915061
MTX3,hsa-mir-382,0.479337862,0.000281903,0.009608891,-0.885370995,0.000289334,0.035642332,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0417497795409003,3.472132278915061
ZNF84,hsa-mir-382,0.517802562,7.16E-05,0.003163616,-0.824504739,0.001793745,0.067340949,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4047856082572017,3.472132278915061
ASL,hsa-mir-106b,-0.388301806,0.004064047,0.074276591,0.962097605,2.23E-06,0.003695708,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.497317969479771,5.875647904035055
MPZL2,hsa-mir-106b,-0.463776834,0.000469425,0.01440321,0.83011664,0.001563054,0.064383764,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.5951909524470445,5.875647904035055
SLC25A46,hsa-mir-382,0.407263712,0.002473068,0.051648906,-0.888508871,0.000256562,0.034130724,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0076604988140294,3.472132278915061
CUL5,hsa-mir-382,0.541905335,2.78E-05,0.001441149,-0.866690303,0.000554975,0.045062124,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0026756201698497,3.472132278915061
WDR35,hsa-mir-221,0.498938552,0.000143114,0.005566944,-0.839929627,0.001213932,0.059144569,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9396217898421467,2.2774778051866083
ITSN2,hsa-mir-3653,0.377953083,0.005266825,0.089426482,-0.836896975,0.001314825,0.060772385,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2565467452469146,7.456095851404333
PCDH9,hsa-mir-382,0.547618197,2.20E-05,0.001182349,-0.877806863,0.000381386,0.039430854,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.403516644443971,3.472132278915061
C17orf39,hsa-mir-382,0.433725551,0.001176738,0.029457124,-0.840344053,0.00120061,0.058922577,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4990115639304833,3.472132278915061
PRKAA2,hsa-mir-487a,0.447084246,0.000790223,0.021671204,-0.769074711,0.005661275,0.098677866,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.13582030856946756,4.885161194501278
TPO,hsa-mir-382,0.991530814,0,0,-0.787706424,0.00399143,0.087758492,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8028510947426901,3.472132278915061
KIAA1737,hsa-mir-382,0.425649574,0.001485518,0.035187492,-0.777155899,0.004884082,0.093905067,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4628654045260647,3.472132278915061
METAP2,hsa-mir-382,0.389934306,0.003898267,0.072059274,-0.820215404,0.00198654,0.069649212,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.362886125530504,3.472132278915061
IFT74,hsa-mir-590,0.42293206,0.00160464,0.037299487,-0.781571243,0.004494294,0.091332246,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.102925002239972,9.351804524180261
EPHA7,hsa-mir-382,0.38528544,0.004386751,0.07847486,-0.918029767,6.72E-05,0.0197543,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.09009541113012617,3.472132278915061
SETBP1,hsa-mir-382,0.592995512,2.89E-06,0.000209145,-0.883290101,0.000312757,0.036721591,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2539196875153396,3.472132278915061
PCM1,hsa-mir-590,0.379923675,0.005016288,0.086373503,-0.778782973,0.004737656,0.092965569,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6743862684761832,9.351804524180261
COX11,hsa-mir-382,0.613030199,1.06E-06,8.83E-05,-0.796410147,0.003351034,0.082762237,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9967429236056605,3.472132278915061
MTR,hsa-mir-382,0.37713168,0.005374451,0.09071863,-0.922653703,5.21E-05,0.017750008,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6930498588861085,3.472132278915061
NECAB1,hsa-mir-132,0.469054377,0.000395942,0.012592052,-0.788788497,0.003907256,0.0871397,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.11059910137036592,1.3431645292887737
SRRM2,hsa-mir-382,0.520100907,6.56E-05,0.00294404,-0.936953123,2.12E-05,0.011882087,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8834204080821144,3.472132278915061
INPP4A,hsa-mir-584,0.46134744,0.000507227,0.015304726,-0.852394944,0.000858958,0.052580136,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.002304940350796,11.355696538593309
KIF1B,hsa-mir-382,0.692326277,9.33E-09,1.29E-06,-0.877133903,0.000390535,0.039798064,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6274933556194952,3.472132278915061
KCTD15,hsa-mir-132,0.387107817,0.004189197,0.075912323,-0.794917411,0.003455029,0.083599017,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6346208363673106,1.3431645292887737
NOVA1,hsa-mir-382,0.549625851,2.02E-05,0.001101603,-0.796588336,0.003338777,0.082672771,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.2814866235990754,3.472132278915061
DDX51,hsa-mir-590,0.400926226,0.002929015,0.058518982,-0.848239708,0.000967146,0.054755858,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4127652374447734,9.351804524180261
HIF1AN,hsa-mir-382,0.495770901,0.000160131,0.006093925,-0.800559196,0.003074167,0.08045795,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.827547292875654,3.472132278915061
NEGR1,hsa-mir-487a,0.534150375,3.80E-05,0.001871404,-0.775509806,0.005035587,0.094865825,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.06454284355842613,4.885161194501278
DDHD1,hsa-mir-590,0.457045072,0.000580985,0.017033934,-0.767390451,0.005834062,0.099700329,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0755459709384776,9.351804524180261
DDHD2,hsa-mir-590,0.373845996,0.005824472,0.096027605,-0.771785832,0.005391088,0.097055278,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7771622664958859,9.351804524180261
GAL3ST1,hsa-let-7c,0.648766298,1.49E-07,1.57E-05,-0.82760395,0.001663411,0.065745855,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.4899194836782879,0.6163736668814417
PARP1,hsa-mir-382,0.562098754,1.19E-05,0.000701435,-0.787985984,0.003969556,0.087583677,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0959149546379785,3.472132278915061
SFT2D1,hsa-mir-382,-0.371997357,0.006091882,0.099051705,0.772868833,0.005285856,0.096424322,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.6897526357660235,3.472132278915061
KIAA0368,hsa-mir-221,0.381083019,0.004873828,0.084604079,-0.801609466,0.003006863,0.079926122,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9083162233982599,2.2774778051866083
SCAMP2,hsa-mir-106b,-0.398939507,0.003086519,0.060814322,0.886900893,0.000272982,0.034893749,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.3318773667240977,5.875647904035055
MTERFD3,hsa-mir-487a,0.445237179,0.000835756,0.022637192,-0.79622419,0.003363861,0.082865007,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9654454117731178,4.885161194501278
ZNF532,hsa-mir-382,0.381380903,0.004837803,0.084158475,-0.89896069,0.000167335,0.028994076,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6893454102085349,3.472132278915061
ARL10,hsa-mir-377,0.550866994,1.92E-05,0.001054089,-0.767211287,0.005852667,0.099803592,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9231099372562366,5.243638471976617
STXBP1,hsa-mir-382,0.534001773,3.82E-05,0.001880716,-0.922486155,5.26E-05,0.017818876,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5593418575648474,3.472132278915061
EXOC5,hsa-mir-382,0.801500827,5.61E-13,1.57E-10,-0.818984199,0.00204463,0.070299986,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8528790557046656,3.472132278915061
NBEA,hsa-mir-106b,0.433542516,0.001183044,0.029579325,-0.80716414,0.002668938,0.076850641,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.1598536304148674,5.875647904035055
EGLN1,hsa-mir-382,0.545308574,2.42E-05,0.001281684,-0.914180487,8.21E-05,0.021574796,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.8653113479020674,3.472132278915061
LONRF2,hsa-mir-487a,0.849544081,8.88E-16,3.49E-13,-0.806549409,0.002704873,0.077180753,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.1308746999016277,4.885161194501278
C10orf84,hsa-mir-382,0.515600925,7.78E-05,0.003387841,-0.967975203,1.05E-06,0.002435705,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9169003101781439,3.472132278915061
LIN52,hsa-mir-382,0.802007148,5.29E-13,1.48E-10,-0.800857394,0.003054945,0.08031207,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9800669794906577,3.472132278915061
SYNJ2BP,hsa-mir-382,0.554949117,1.61E-05,0.000910506,-0.831291251,0.001517727,0.063757922,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.647281305478143,3.472132278915061
RIC8B,hsa-mir-382,0.613192749,1.05E-06,8.77E-05,-0.879764908,0.000355688,0.038472608,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7784913482883675,3.472132278915061
KCNK3,hsa-mir-132,0.402325002,0.002822433,0.056942775,-0.77289738,0.005283103,0.096407643,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.10160790653404328,1.3431645292887737
SLC25A46,hsa-mir-377,0.407034582,0.002488385,0.051888018,-0.774320033,0.005147228,0.095572868,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0076604988140294,5.243638471976617
RERG,hsa-mir-382,0.438328198,0.001027749,0.026559055,-0.876776005,0.000395467,0.039977262,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.16147947249704453,3.472132278915061
WDR17,hsa-mir-590,0.391197107,0.003774145,0.070383577,-0.775624753,0.005024896,0.094791532,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7064625268998628,9.351804524180261
IQSEC1,hsa-mir-3653,0.430414439,0.001295598,0.031706012,-0.813880177,0.002299068,0.073120618,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8152113081160907,7.456095851404333
ANKRD52,hsa-mir-3653,0.50864647,0.000100725,0.004185446,-0.774215435,0.00515713,0.095639441,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2869468803270838,7.456095851404333
HBS1L,hsa-mir-590,0.412940036,0.002119371,0.046010744,-0.798682068,0.003197235,0.081509994,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9815330536204777,9.351804524180261
MPDZ,hsa-mir-382,0.502024876,0.000128139,0.005089254,-0.966704546,1.25E-06,0.00267796,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.27744508254796635,3.472132278915061
PRKAA2,hsa-mir-382,0.432241075,0.001228762,0.030442774,-0.888795934,0.000253712,0.033987046,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.13582030856946756,3.472132278915061
KIF1B,hsa-mir-106b,0.54415604,2.54E-05,0.001333694,-0.778731414,0.004742246,0.092992527,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6274933556194952,5.875647904035055
TBC1D12,hsa-mir-3653,0.407876283,0.002432528,0.051022961,-0.785464639,0.004170078,0.089053087,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8879217917978572,7.456095851404333
MPZL2,hsa-mir-590,-0.378244432,0.005229106,0.088967972,0.817063572,0.002137769,0.071342227,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5951909524470445,9.351804524180261
IPO5,hsa-mir-382,0.446266124,0.000810108,0.022094607,-0.809039453,0.002561505,0.075827814,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9626596744288354,3.472132278915061
ANO5,hsa-mir-487a,0.685503091,1.49E-08,1.98E-06,-0.814431888,0.002270484,0.072804159,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.14527312735300002,4.885161194501278
PITPNM2,hsa-mir-382,0.899479783,0,0,-0.931907761,2.97E-05,0.013871485,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.40455888051091954,3.472132278915061
TMEM35,hsa-mir-382,0.455097558,0.00061745,0.017866921,-0.817038567,0.002139002,0.071354214,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.08152847178777772,3.472132278915061
