mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
SERHL2,hsa-mir-708,0.167094947,0.000235804,0.002506306,-0.399756218,0.00717826,0.095468166,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5285309839480008,2.530408166098512
WRB,hsa-mir-17,0.184679758,4.69E-05,0.000661768,-0.423351067,0.004191865,0.068757633,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7391352618137668,1.656091280496897
HSP90B1,hsa-mir-935,0.136203992,0.00278754,0.018104753,-0.470119469,0.001281921,0.032247288,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7703667318053005,1.3499053601947635
ANKRD26,hsa-mir-183,0.151932682,0.000839584,0.006993595,-0.466526934,0.001412504,0.034401515,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.894406606676531,3.3582592596064034
PPIF,hsa-mir-21,-0.156153092,0.000596271,0.005310884,0.433410535,0.003293922,0.05917723,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.1373551121576027,2.6688293008642727
CBX7,hsa-mir-134,-0.113573193,0.012780207,0.058250366,0.424707776,0.004059472,0.067359835,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4432162112928457,0.8088322604202483
SLC35B4,hsa-mir-145,0.107602609,0.018365897,0.076447047,-0.424990069,0.004032389,0.067075039,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.3393189474142522,0.7453531335061336
FBXO10,hsa-mir-1296,-0.114392723,0.012144391,0.056047429,0.553784004,9.64E-05,0.00546903,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5175221089629733,1.3408735674562775
TBC1D2,hsa-mir-17,-0.112423686,0.01372146,0.061399445,0.562337557,7.11E-05,0.004430488,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.0763281180860158,1.656091280496897
BRD3,hsa-mir-25,0.240119345,1.01E-07,3.53E-06,-0.402781807,0.006713845,0.091700926,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.2570880358321344,1.8292872712418002
GDPD5,hsa-mir-199b,0.278081265,5.67E-10,3.73E-08,-0.406112802,0.006232862,0.087600932,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7697675367587524,0.7998328304048934
BRIP1,hsa-mir-203,-0.269240803,2.04E-09,1.16E-07,0.54914107,0.000113316,0.006147982,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.041629436698412,0.8036784341685153
NSMCE4A,hsa-mir-100,0.128923879,0.004668934,0.027042085,-0.42385989,0.004141776,0.068214181,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9567213337598947,0.3425549639420402
NOX4,hsa-mir-25,-0.164840628,0.000286845,0.002938083,0.486741438,0.000807037,0.02370781,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,3.6461609854883212,1.8292872712418002
ODZ4,hsa-mir-26b,-0.128514086,0.004802931,0.027636394,0.397002238,0.007624879,0.099060996,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.3428606678736605,0.9123596006285436
VASH1,hsa-mir-2355,-0.205774626,5.49E-06,0.00010933,0.491455081,0.000704759,0.021690112,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3224377732114692,3.0944151394195316
ATXN7L1,hsa-mir-25,0.259542055,7.90E-09,3.82E-07,-0.489177288,0.000752637,0.022665619,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8873671762956683,1.8292872712418002
BASP1,hsa-mir-200b,-0.34957465,3.11E-15,6.41E-13,0.440880267,0.002741051,0.052698959,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.059274261726781,0.9250325357466713
ZDHHC3,hsa-mir-937,-0.140852642,0.001979345,0.013839922,0.499244931,0.000560934,0.018570602,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7988403531141605,5.453395739176585
MMAA,hsa-mir-612,-0.102973433,0.02406111,0.093230488,0.50387496,0.000488503,0.016910728,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6830660144288812,1.7451278274183726
HOMER2,hsa-mir-148a,-0.194612766,1.76E-05,0.000291956,0.531234666,0.000207042,0.009365808,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5224375310953188,0.6299883916170989
C20orf27,hsa-mir-150,-0.132259185,0.003697728,0.0225749,0.449736536,0.002192687,0.045672407,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.8019518325847583,1.1709859241553229
MICALCL,hsa-mir-651,-0.166098656,0.000257213,0.002687978,0.487985658,0.000778826,0.023164181,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.90675583851329,1.5793257741094657
DDAH1,hsa-mir-708,0.105097091,0.021282319,0.085192574,-0.476863178,0.001065467,0.028550346,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.43028387174960564,2.530408166098512
NBN,hsa-mir-186,0.101570444,0.026064364,0.098849305,-0.474190368,0.001147017,0.029984014,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1764317866023033,1.3306065188230083
CLCA2,hsa-mir-196b,-0.239175102,1.14E-07,3.92E-06,0.430914886,0.00349929,0.061466155,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.28026946194725,15.410180408675853
PCBP2,hsa-mir-942,0.112950787,0.01328253,0.059950146,-0.399568065,0.007208036,0.095699062,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9858787912729312,1.742381263439739
PDE5A,hsa-mir-130b,0.128750473,0.004725218,0.02729413,-0.455443274,0.001892945,0.041513234,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.657443655116244,3.2743008846469515
ATAD2B,hsa-mir-934,0.160943238,0.00040013,0.003852741,-0.413424479,0.0052807,0.07914336,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.050930238663837,1.0475796563207396
PWWP2A,hsa-mir-944,-0.230798312,3.18E-07,9.50E-06,0.424223766,0.004106278,0.067834049,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9980643393162704,2.87176017818961
AK2,hsa-mir-148a,0.113307003,0.012992952,0.058974112,-0.467777288,0.001365774,0.033643745,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.23648735689492,0.6299883916170989
MMP14,hsa-mir-1976,-0.124181249,0.006447082,0.034648141,0.519746696,0.000299531,0.012063269,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.877790334565584,1.6280099901793201
HNRNPH1,hsa-mir-452,-0.171405025,0.000160996,0.001833914,0.487479232,0.0007902,0.023396745,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1943515370649624,1.4807770385222563
MRPL35,hsa-mir-411,-0.108586298,0.017320001,0.073180118,0.476254066,0.001083582,0.028872626,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8570238928300538,0.2115401171761985
PIM1,hsa-mir-15b,-0.219594638,1.19E-06,2.96E-05,0.532578169,0.000198119,0.009083723,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5338296693938628,2.0178701517077338
CDK8,hsa-mir-141,-0.110906126,0.015057268,0.065871588,0.412273532,0.005421614,0.080494908,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0106070284968607,1.711589034246851
ANTXR2,hsa-mir-221,0.108104874,0.017825179,0.074753381,-0.410662402,0.005624359,0.082305845,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.9542588915206986,1.3899224559511223
DLEU2,hsa-mir-335,0.145714423,0.001368471,0.010324285,-0.417495458,0.004807529,0.074748594,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.2906537866200405,1.3793193401258736
MTBP,hsa-mir-30d,0.144849786,0.001462512,0.010886789,-0.549462674,0.000112061,0.00609563,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.1160972740617656,0.8102884862034182
CBX7,hsa-mir-766,0.153864809,0.000718605,0.00617343,-0.437374889,0.002989406,0.055694237,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4432162112928457,2.313785238632891
NUDT17,hsa-mir-484,0.16718639,0.000233925,0.002490213,-0.429316257,0.003636664,0.062957584,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.031364705372083,1.8978139566066579
KIF13B,hsa-mir-34b,-0.116654604,0.010532221,0.050337342,0.413969496,0.005215091,0.078563934,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.469014315010727,0.33936725057624345
PCSK7,hsa-mir-940,-0.185188289,4.46E-05,0.000634999,0.443687127,0.002555467,0.050354742,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9407781648813753,2.3668833808990555
NFIA,hsa-mir-190,-0.12156297,0.007670022,0.039545046,0.669703333,6.65E-07,0.000133055,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.46609822117881844,0.5002418518774795
SLC37A2,hsa-mir-625,-0.295943181,3.70E-11,3.27E-09,0.578184772,3.95E-05,0.002892836,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9581480811790555,1.0899779542328898
ZNF664,hsa-mir-708,0.203784791,6.78E-06,0.000131034,-0.4401757,0.002789458,0.05328805,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.033572971993897,2.530408166098512
ARHGAP24,hsa-mir-708,0.116641501,0.010540986,0.050368124,-0.432567594,0.003362072,0.059949401,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9957505554629649,2.530408166098512
PHKA1,hsa-mir-543,-0.118749072,0.009211663,0.045466802,0.530192092,0.000214216,0.009591245,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4325594506894346,0.7056215818168637
TNFAIP8L3,hsa-mir-17,-0.15250636,0.00080183,0.006742283,0.590876081,2.41E-05,0.002026484,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.4273977687620819,1.656091280496897
CYP20A1,hsa-mir-660,0.128373498,0.004849694,0.027845514,-0.433548762,0.003282863,0.059048537,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7234414325315048,0.8484247858688665
SEMA3E,hsa-mir-17,0.118649106,0.009271175,0.045696806,-0.493205191,0.000669844,0.020967459,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.17450747881374826,1.656091280496897
