mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
UBE2L6,hsa-mir-135b,-0.140330533,0.016601336,0.081056794,0.569690543,0.000665566,0.017521523,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.368076127796316,2.4184518148591576
MPV17L2,hsa-mir-935,-0.197917608,0.000685444,0.007627089,0.473770841,0.006161394,0.0687519,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9296286205573857,4.26575001841235
DLD,hsa-mir-132,0.202623179,0.000505628,0.006044681,-0.46800207,0.006909388,0.073686274,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0173548326046697,1.0807607447738417
CLN6,hsa-mir-20b,0.199641794,0.000613619,0.007004293,-0.448504832,0.010036216,0.092233765,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.455295730138523,0.7035155853774
IGSF11,hsa-mir-625,0.136461778,0.019872465,0.092018142,-0.580142337,0.000500636,0.014737432,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2915741667182467,3.8096054316046253
CCDC86,hsa-mir-151,0.257641745,8.53E-06,0.000233493,-0.621627517,0.000146155,0.006776013,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4098663128176272,1.2041876363230581
LRP5L,hsa-mir-1291,-0.182128186,0.001810766,0.015969983,0.498857832,0.003657689,0.050181051,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.3709379468281142,0.9732570043163924
WDR65,hsa-let-7i,-0.173107576,0.00304972,0.023598837,0.570684507,0.000648048,0.017235683,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2373111527234921,1.5103644470115336
PDHA1,hsa-mir-200a,-0.186890367,0.001361687,0.012871562,0.507445282,0.003032066,0.04474477,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9826903369463891,1.1341594417435068
PRAP1,hsa-mir-20a,0.145772528,0.012799496,0.067381321,-0.59950946,0.000287754,0.010419946,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.5182329338848295,1.640186496163599
CNDP2,hsa-mir-217,-0.158020061,0.006912978,0.043156958,0.53526917,0.001595358,0.030205455,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2931018756068675,0.1406996985026888
FAM70B,hsa-mir-197,0.155959238,0.007691009,0.046645884,-0.462239072,0.00773253,0.078867331,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5253928471742768,1.2089890609838865
CDIPT,hsa-mir-200a,-0.221721722,0.000136967,0.002192015,0.477321591,0.005736286,0.065833798,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1745955211612387,1.1341594417435068
HSPA12A,hsa-mir-744,-0.250839547,1.49E-05,0.000369199,0.616256831,0.000173094,0.007540038,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2943244046845051,1.520303442475859
HOXD10,hsa-mir-664,-0.168849449,0.003868053,0.028126364,0.514330089,0.002599539,0.040777776,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.15423960350187338,1.2399236141858918
ARHGEF9,hsa-mir-651,0.175824274,0.002613261,0.021040514,-0.490906445,0.004333208,0.055556496,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7636054039061845,1.9455992676832998
KIAA1409,hsa-mir-206,0.156238077,0.007581363,0.046160146,-0.53276879,0.001693922,0.031377878,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.3660446272147144,0.09215566463693989
GK5,hsa-mir-766,-0.238815076,3.85E-05,0.000795782,0.545776117,0.001233798,0.025752709,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.2629385170829017,0.9457296387626914
ABI2,hsa-mir-10b,0.257309093,8.77E-06,0.00023886,-0.444946376,0.010719755,0.095949667,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7750257059466628,0.21078198620708435
KDR,hsa-mir-200c,0.193171804,0.000925217,0.009584484,-0.635085513,9.43E-05,0.005120735,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.17763778437592917,0.4913504920922977
CSPG5,hsa-mir-27b,-0.151136827,0.009824345,0.055715365,0.676217931,2.16E-05,0.002020813,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.1516732136632304,0.5747585947225977
PMEPA1,hsa-mir-137,0.17688179,0.002459319,0.020104942,-0.447953238,0.010139694,0.092830836,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8582558237615624,0.9925207464346137
PNPO,hsa-mir-589,0.22416279,0.000114946,0.001905699,-0.507481125,0.003029662,0.044725367,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1322572464158427,2.3749655378420624
EML6,hsa-mir-940,0.244517006,2.47E-05,0.000556653,-0.663707547,3.46E-05,0.002729037,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2872475723536976,1.0800878066046804
PDIA6,hsa-mir-181c,-0.146838765,0.012151746,0.064917706,0.48600234,0.004801198,0.059064488,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0508293363499612,2.307485443902622
SEPT8,hsa-mir-151,0.228674685,8.27E-05,0.001466168,-0.529064094,0.001849716,0.033123522,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.918487958,1.2041876363230581
TNS1,hsa-mir-210,0.255608496,1.01E-05,0.000267833,-0.514719503,0.002576762,0.040542336,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3452000919650074,4.319236653442671
PRTG,hsa-mir-625,-0.194624606,0.000844662,0.00894008,0.521567379,0.002203558,0.036861007,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5594710318500361,3.8096054316046253
ULK2,hsa-mir-376c,-0.156433534,0.007505338,0.045827466,0.472513635,0.006318224,0.069841168,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0503991202620144,0.2359186466974029
MESDC2,hsa-mir-31,-0.148759114,0.011057709,0.060677294,0.511905876,0.0027453,0.04213607,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1473072072379353,5.3020946961317605
KCTD7,hsa-mir-500b,-0.160292817,0.00613716,0.039530836,0.489583531,0.004455414,0.056495176,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.230166947758948,0.4248603541015599
VPS26B,hsa-mir-31,-0.328849771,9.13E-09,6.78E-07,0.730685031,2.05E-06,0.000442791,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9144763728736571,5.3020946961317605
IYD,hsa-mir-182,0.224462197,0.000112486,0.00187299,-0.605342744,0.000241843,0.009319793,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.16410150216352457,3.973306939288973
C22orf23,hsa-mir-627,-0.195065616,0.000821521,0.008756469,0.485316922,0.00486994,0.059588412,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.2752880497359422,0.7657364960280447
FBXO31,hsa-mir-625,0.200476813,0.000581398,0.006724005,-0.520825999,0.002241553,0.037248006,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.124092841442002,3.8096054316046253
APLP1,hsa-mir-1245,0.145846029,0.012753887,0.06721277,-0.512521177,0.002707649,0.041806238,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.38699626331787357,0.48569399117961953
PPARGC1B,hsa-mir-643,0.194606189,0.000845641,0.008948133,-0.456197527,0.00868349,0.08457371,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9507436715883143,2.2699239760284815
PDS5B,hsa-mir-589,-0.251896975,1.37E-05,0.000344088,0.446358571,0.010443933,0.094437408,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6157412920734218,2.3749655378420624
PLXNA2,hsa-mir-493,0.220040619,0.000154369,0.002407507,-0.496442204,0.003852574,0.051780696,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5537481435020386,0.41023955692720676
SLC4A8,hsa-mir-200a,-0.1368668,0.019505599,0.090818694,0.607561783,0.000226168,0.008926306,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.1348293675526028,1.1341594417435068
POGZ,hsa-mir-660,-0.155599672,0.007834486,0.047273201,0.531030337,0.001765543,0.032178845,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0684755331800144,0.45860803762697094
PSMD14,hsa-mir-664,0.140797067,0.016240575,0.079810048,-0.494294324,0.004033306,0.05321483,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3701102589428984,1.2399236141858918
RGMB,hsa-mir-664,-0.150769866,0.010006356,0.056459713,0.519085127,0.002333015,0.038182436,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8501411885403919,1.2399236141858918
ZNF250,hsa-mir-337,-0.177261434,0.0024061,0.019776456,0.488045224,0.004601231,0.057592011,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5450329228677337,0.3438689304276301
UBE2A,hsa-mir-31,-0.312236768,5.33E-08,3.17E-06,0.615456254,0.000177468,0.007660485,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9855223795566584,5.3020946961317605
PIGW,hsa-mir-940,0.188042421,0.001269653,0.012205267,-0.513515719,0.002647738,0.041236973,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0731301179353225,1.0800878066046804
STRBP,hsa-mir-874,0.381495137,1.62E-11,2.26E-09,-0.491333569,0.004294372,0.055246461,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.8741708775790304,0.33387035592427716
ZBTB46,hsa-mir-29c,-0.153013673,0.008938563,0.052044909,0.503384048,0.003315332,0.047249428,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.797183789294791,0.36283440842525105
ACO2,hsa-mir-589,0.246563446,2.10E-05,0.000488373,-0.46002961,0.00806949,0.080901011,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7108358495994849,2.3749655378420624
ALCAM,hsa-mir-1307,-0.220311391,0.000151433,0.002372032,0.4648224,0.007353788,0.076476462,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2636767844079237,2.1614026336849106
LRFN5,hsa-mir-505,-0.142438656,0.015025081,0.075508944,0.48144576,0.00527425,0.06258771,targetprofiler-NO,targetscan-Yes,miRanda-NO,8.054199453905255,0.8843475708767211
TMEM200B,hsa-mir-25,0.265934921,4.22E-06,0.000130733,-0.530602171,0.001783582,0.032376341,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.2419881135294473,1.963619291312491
STXBP5,hsa-mir-21,-0.221307508,0.000141076,0.002242499,0.475493492,0.005951908,0.067317374,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.8240163853639042,7.929934683042985
TNFRSF19,hsa-mir-143,-0.239385995,3.69E-05,0.000768291,0.576697425,0.00055048,0.015611781,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.253785627690446,0.3382829472690983
IGF2BP2,hsa-mir-143,-0.165445927,0.004659551,0.032278948,0.519879421,0.00229089,0.037742701,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.225812765792503,0.3382829472690983
GRM5,hsa-mir-452,-0.193013832,0.000934391,0.009657176,0.54723114,0.001189873,0.025194755,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,13.11858249477693,1.2561564961607434
ADARB1,hsa-mir-581,-0.13439843,0.021835906,0.098266049,0.454977894,0.008887029,0.085756982,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7217527003265861,1.2272717352039286
PPP5C,hsa-mir-2276,0.179959545,0.002057085,0.017589425,-0.442148208,0.01128445,0.098960953,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8856152888841697,1.0324819335044115
ITGB8,hsa-mir-495,-0.259119979,7.54E-06,0.000210928,0.459196771,0.008199699,0.081684814,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.457978161704621,0.3854495864275635
ZFP36L1,hsa-mir-10b,0.168925882,0.003851765,0.028035144,-0.555330218,0.000969516,0.022213454,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0366954997931803,0.21078198620708435
CBX4,hsa-mir-877,0.24490947,2.40E-05,0.000542879,-0.455474141,0.00880373,0.085282157,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9627340478331521,1.119907646282115
SUN1,hsa-mir-1245,-0.141626159,0.015616342,0.077591567,0.618676755,0.000160452,0.007189723,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.5564647692524898,0.48569399117961953
AGPAT4,hsa-mir-581,-0.249628332,1.64E-05,0.000399801,0.559929618,0.00086106,0.020641553,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1909880807207007,1.2272717352039286
TMEM107,hsa-mir-495,-0.171502316,0.003337718,0.025221665,0.539170079,0.001451576,0.028486362,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.707897409092362,0.3854495864275635
SENP2,hsa-mir-203,0.176320471,0.00253997,0.020595006,-0.615123899,0.000179312,0.007708863,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7436670545916804,0.5891323741828147
HSPA4,hsa-mir-224,0.152994962,0.008947031,0.052083109,-0.558893848,0.000884506,0.020987688,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8866040331984147,2.3969138611261496
FGF2,hsa-mir-17,-0.1703737,0.00355472,0.026427694,0.643485225,7.10E-05,0.004283543,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.276467140937732,1.608467635400364
FAM84B,hsa-mir-1248,-0.170047713,0.003619732,0.026779432,0.501120044,0.003482949,0.048689773,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.015987434178468,1.1596531232789615
SMC4,hsa-mir-888,0.195760592,0.000786237,0.008465961,-0.525353067,0.002018145,0.034950262,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.2201405639973844,0.5230557424560502
NOS3,hsa-mir-506,0.175883431,0.002604423,0.020986327,-0.463495912,0.007546244,0.07769712,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.1952420359258521,0.08193009120433989
PLEKHA5,hsa-mir-581,0.186049947,0.001432644,0.013383202,-0.631300325,0.000106913,0.005546623,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7887177794298318,1.2272717352039286
CTSC,hsa-mir-31,0.191649407,0.001017183,0.010302281,-0.61820041,0.000162873,0.007265954,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.40021155070202,5.3020946961317605
CPNE8,hsa-mir-410,-0.158505628,0.006740226,0.042354928,0.502026531,0.003414979,0.048108984,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2456872904711314,0.35587339719668115
OSTM1,hsa-mir-627,0.245247867,2.33E-05,0.000531421,-0.51478777,0.002572787,0.040498366,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1462734879842515,0.7657364960280447
GOLM1,hsa-mir-874,0.342037097,2.08E-09,1.83E-07,-0.488869208,0.004522623,0.05700283,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6391559228207367,0.33387035592427716
ITGB8,hsa-mir-412,-0.236709035,4.53E-05,0.000906539,0.496708901,0.003830627,0.051596761,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.457978161704621,0.37241099793346244
KLC1,hsa-mir-1295,-0.174482559,0.00282117,0.022270059,0.530631622,0.001782336,0.032359545,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9641325599431324,3.3846760343086046
C5orf30,hsa-mir-598,0.165328913,0.004689188,0.032430112,-0.449978562,0.009764112,0.090745357,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9248136534052587,1.0501068049771847
KIF16B,hsa-mir-221,0.191454458,0.001029549,0.010397668,-0.502545309,0.003376598,0.047786506,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6901499497494008,1.3277036394442534
GDAP1,hsa-mir-378,0.137741606,0.018733239,0.088298881,-0.564968805,0.000754613,0.01897812,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9627174850667259,0.6700115691289259
C18orf10,hsa-mir-22,0.231888596,6.52E-05,0.00121245,-0.475002885,0.00601094,0.067741696,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9884484616642657,0.9926095320516921
PRR3,hsa-mir-589,-0.147117908,0.011987011,0.064301848,0.522120122,0.002175596,0.036571502,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5697838488286595,2.3749655378420624
ADPRH,hsa-mir-148a,0.287187346,6.25E-07,2.63E-05,-0.44700383,0.010319912,0.093823404,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9685725616561071,1.1000541075085981
MMEL1,hsa-mir-148b,0.155923033,0.007705349,0.046708089,-0.519011234,0.002336968,0.038217578,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.864350159501477,1.5165786546869482
E2F3,hsa-mir-20a,0.142240882,0.015167167,0.076024959,-0.651280149,5.41E-05,0.003603717,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.273537309646825,1.640186496163599
ESRRG,hsa-mir-375,0.206194423,0.000399533,0.005035573,-0.470785202,0.006539391,0.071283857,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.12692840307172532,0.7355035564707431
RAET1E,hsa-mir-20a,0.325087185,1.37E-08,9.70E-07,-0.54114958,0.001383045,0.02766156,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.11355015741895129,1.640186496163599
PTEN,hsa-mir-10b,0.13736808,0.019059705,0.089376307,-0.502749212,0.003361614,0.047663872,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8753023218175668,0.21078198620708435
ATP10A,hsa-mir-378c,-0.238434862,3.97E-05,0.00081445,0.502906704,0.00335008,0.047568496,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9505656312711138,0.6527730210212564
MAF,hsa-mir-500a,0.423733316,4.15E-14,9.15E-12,-0.618804912,0.000159806,0.00717374,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7550287959502607,0.5898136713786983
NFIB,hsa-mir-143,-0.169551795,0.003720699,0.027327678,0.618140659,0.000163179,0.007272763,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4346901957134937,0.3382829472690983
LHX6,hsa-mir-625,-0.150763665,0.010009457,0.05647307,0.503080147,0.003337418,0.047460182,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.2794312369749444,3.8096054316046253
IGFBP3,hsa-mir-653,0.207996669,0.000354227,0.004592846,-0.577553821,0.000537696,0.015387863,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.0544502070976063,0.6637066050261717
TTL,hsa-mir-210,-0.226911439,9.41E-05,0.001624644,0.47975087,0.005460119,0.063900851,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2641627629252856,4.319236653442671
CCDC122,hsa-mir-183,-0.164145938,0.00499848,0.03402647,0.564504702,0.000763907,0.019128005,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.233494624983793,3.807766899396524
TLE6,hsa-mir-625,-0.1925163,0.000963833,0.009888663,0.504773849,0.003215926,0.046360806,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3724758904102264,3.8096054316046253
DUSP12,hsa-mir-653,0.148587882,0.011151598,0.061048828,-0.521831276,0.00219017,0.036725257,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.1336506445381065,0.6637066050261717
DPYSL2,hsa-mir-141,-0.212254542,0.00026548,0.00367638,0.647455074,6.19E-05,0.003929282,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0892555693907424,0.6026278538438596
ESYT2,hsa-mir-222,-0.201154638,0.000556403,0.006503532,0.534679503,0.00161814,0.030487744,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2543179949754464,1.3795671282797068
TXNRD1,hsa-mir-182,0.160869995,0.005952992,0.038666067,-0.473579306,0.00618507,0.06892323,targetprofiler-NO,targetscan-Yes,miRanda-Yes,2.9618550617627646,3.973306939288973
PLXNA4,hsa-mir-653,0.510486355,0,0,-0.474289192,0.006097707,0.068320863,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.22400289440496626,0.6637066050261717
SPEF1,hsa-mir-370,-0.198412259,0.000664081,0.007444573,0.46776796,0.006941309,0.073902621,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.5564244110657808,0.3909126671636507
ETS1,hsa-mir-1180,-0.264921598,4.61E-06,0.000140624,0.55974575,0.000865182,0.020701284,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.525882820302552,2.0656495919582762
MCTP2,hsa-mir-548v,0.182419176,0.00177985,0.015759938,-0.474324609,0.006093376,0.068292449,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.9010953740009788,0.7187808901199059
PCBP2,hsa-mir-15a,0.138656187,0.017954353,0.085693169,-0.443650779,0.010978182,0.097333578,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7684405033334125,1.492832829471504
KCNJ12,hsa-mir-2116,0.283249646,9.01E-07,3.59E-05,-0.563634512,0.000781605,0.019422448,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3294281067121429,2.0092782222531613
C5orf30,hsa-mir-424,0.306240201,9.81E-08,5.40E-06,-0.449596401,0.009834066,0.091146404,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9248136534052587,0.2985217909255005
PRLR,hsa-mir-581,0.319125181,2.60E-08,1.70E-06,-0.497493517,0.003766685,0.051087697,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.17454304613806554,1.2272717352039286
JAZF1,hsa-mir-148b,0.18241221,0.001780585,0.015764082,-0.470145232,0.006622939,0.071845479,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.0044050998335363,1.5165786546869482
PLCH1,hsa-mir-134,-0.142378732,0.015068009,0.075669441,0.797934985,4.51E-08,3.32E-05,targetprofiler-NO,targetscan-Yes,miRanda-Yes,3.1805720026733204,0.350753294079128
ASAH1,hsa-mir-145,0.136793703,0.019571371,0.091035797,-0.463815091,0.007499548,0.077408064,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7549607321923241,0.17899561881156612
SSU72,hsa-mir-150,0.156314883,0.007551407,0.046029521,-0.529673916,0.001823244,0.03282847,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.833053898050341,1.1791802389322017
HTR1F,hsa-mir-217,0.198812763,0.000647237,0.007299538,-0.478037297,0.005653709,0.065279939,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6992394997953719,0.1406996985026888
GK,hsa-mir-664,0.163339274,0.005219783,0.035113885,-0.547781758,0.001173611,0.024985123,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.35968447078021437,1.2399236141858918
SNX27,hsa-mir-660,0.283669504,8.67E-07,3.47E-05,-0.522500575,0.00215653,0.036368856,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7761920949955978,0.45860803762697094
PTDSS1,hsa-mir-15a,0.150158682,0.01031614,0.057704019,-0.626961264,0.000123169,0.006082276,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9428727018097877,1.492832829471504
ESR2,hsa-mir-2276,0.206530359,0.0003907,0.00495011,-0.483789853,0.005026135,0.060772545,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7803351839898442,1.0324819335044115
SYNJ1,hsa-mir-660,0.147732777,0.011631079,0.06292329,-0.518380519,0.002370945,0.038560526,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7202939136092453,0.45860803762697094
CCR9,hsa-mir-500a,-0.157671982,0.007039239,0.043723339,0.561617089,0.000824031,0.020067666,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.1410169819959566,0.5898136713786983
IL17D,hsa-mir-99b,0.209992347,0.00030966,0.004140914,-0.508921292,0.002934434,0.043830566,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5246898775765064,0.7417291755942528
DYX1C1,hsa-mir-224,-0.189461514,0.001164148,0.011415634,0.569627205,0.000666696,0.017539931,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.4401359116289005,2.3969138611261496
ENTPD2,hsa-mir-326,-0.180594331,0.001981994,0.017103217,0.512393807,0.002715406,0.041865305,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.2264654690405847,0.846112676368244
RHOBTB1,hsa-mir-17,0.153982982,0.008509488,0.050227452,-0.653379263,5.03E-05,0.003437102,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.6448332996595254,1.608467635400364
PHF11,hsa-mir-132,-0.157514978,0.007096861,0.043992117,0.498514689,0.003684844,0.050408023,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1117000766316796,1.0807607447738417
CCDC69,hsa-mir-378,0.168621751,0.003916944,0.028390937,-0.462264493,0.007728723,0.078852023,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.555781313654762,0.6700115691289259
CBFA2T3,hsa-mir-23a,-0.161011955,0.005908461,0.038445672,0.518655234,0.002356094,0.038411223,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7390270117715828,1.6485380929607507
SOX17,hsa-mir-379,0.252309666,1.32E-05,0.000334849,-0.474952895,0.006016983,0.067778722,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.22851137720189577,0.3024690311033057
PHYHD1,hsa-mir-877,-0.148909616,0.010975766,0.060351274,0.447044162,0.010312202,0.093780161,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.6284862678365646,1.119907646282115
NELF,hsa-mir-25,0.180995832,0.0019358,0.016802293,-0.646553193,6.39E-05,0.00400727,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.6625625852167776,1.963619291312491
PWWP2B,hsa-mir-22,0.180900183,0.001946714,0.016875165,-0.539762939,0.001430747,0.028233937,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6831169516848745,0.9926095320516921
ACSM5,hsa-mir-581,0.157851046,0.006974031,0.043429497,-0.584480428,0.000443569,0.013635961,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.1430988506579098,1.2272717352039286
C1orf106,hsa-let-7d,-0.255936319,9.82E-06,0.000262127,0.548430948,0.001154689,0.024743627,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.297942074975575,1.0630412754233836
MAPK10,hsa-mir-141,0.179380051,0.002127893,0.018041822,-0.455791971,0.008750729,0.08498276,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5999219018830582,0.6026278538438596
GATAD2B,hsa-mir-200c,0.211425635,0.000280937,0.003839303,-0.444904765,0.010727975,0.095989592,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7610478464979846,0.4913504920922977
KIAA1024,hsa-mir-1226,0.152712106,0.00907592,0.052625305,-0.45362619,0.009117316,0.087096758,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7650160344040706,1.5382551927673023
STXBP5,hsa-mir-625,-0.221246396,0.000141691,0.002250133,0.505187952,0.00318681,0.046141732,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8240163853639042,3.8096054316046253
ZNF343,hsa-mir-935,0.339584502,2.76E-09,2.34E-07,-0.466983017,0.007049253,0.074570337,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2676348231680976,4.26575001841235
CDAN1,hsa-mir-34a,-0.153240711,0.008836374,0.051626053,0.474753169,0.006041178,0.067947807,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.954388703677486,2.9440272986452842
FLT4,hsa-mir-204,-0.23902784,3.79E-05,0.000785762,0.625042045,0.000131038,0.006327744,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.23001321328386853,0.5318807437385931
CADM4,hsa-mir-378c,-0.296430351,2.59E-07,1.24E-05,0.46346096,0.007551372,0.07773133,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1956476924458148,0.6527730210212564
MICALL2,hsa-mir-34a,-0.163534783,0.005165353,0.034845207,0.512209352,0.002726673,0.04196176,targetprofiler-Yes,targetscan-NO,miRanda-NO,3.4325252806772832,2.9440272986452842
ADCY9,hsa-mir-887,0.163115563,0.005282697,0.035424779,-0.483803024,0.005024769,0.060764714,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.161222107887347,0.5318962827619267
ACSL1,hsa-mir-605,0.251366566,1.43E-05,0.000356131,-0.441629296,0.011391877,0.099549645,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.46433094212739223,0.42354364576579884
