mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
NHS,hsa-mir-381,-0.168139019,0.004022449,0.02894443,0.666440432,3.12E-05,0.002559211,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.719953283948515,0.39713329833730954
MALT1,hsa-mir-154,-0.149442285,0.010690038,0.059211743,0.496261467,0.003867508,0.051896274,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.5589727390821153,0.21856037201798378
DSC2,hsa-mir-452,-0.290311184,4.66E-07,2.06E-05,0.598295805,0.000298226,0.010658319,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0903009164387598,1.2561564961607434
MYOM2,hsa-mir-664,0.152136859,0.009343141,0.053723552,-0.446575225,0.010402152,0.094216972,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.33823751899097726,1.2399236141858918
WSB1,hsa-mir-500b,-0.172944285,0.00307795,0.023758637,0.442019649,0.011310985,0.099111011,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.5594950551894882,0.4248603541015599
UNKL,hsa-mir-660,-0.288922423,5.31E-07,2.29E-05,0.484322945,0.004971127,0.060370641,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.665801591350977,0.45860803762697094
USHBP1,hsa-mir-370,0.179001525,0.002175339,0.018348523,-0.44395265,0.010917505,0.097006977,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.17865449624672405,0.3909126671636507
B4GALT5,hsa-mir-375,-0.164515441,0.004899957,0.033511294,0.472564378,0.006311829,0.069788626,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.807818443447614,0.7355035564707431
GRB10,hsa-mir-181c,0.188494701,0.00123511,0.011949306,-0.456582198,0.00862012,0.084209357,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1628176067957998,2.307485443902622
FAM192A,hsa-mir-500a,-0.177926052,0.002315452,0.019209529,0.732217288,1.90E-06,0.00042324,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2565280473963858,0.5898136713786983
ZNF200,hsa-mir-1226,0.134748575,0.021491334,0.097188709,-0.48603246,0.004798196,0.059043365,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.275298487347835,1.5382551927673023
SAMD12,hsa-mir-1248,-0.152090573,0.009364943,0.053811836,0.448412278,0.010053516,0.092320157,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2685621697440883,1.1596531232789615
FAM81A,hsa-mir-96,-0.239362687,3.69E-05,0.000769276,0.569086831,0.000676409,0.017693537,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.6180861326234383,3.155378758196169
NHLRC3,hsa-mir-2114,0.15220491,0.009311169,0.053589224,-0.476056366,0.005884792,0.066834068,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1529168912688983,1.0873346878844707
PTER,hsa-mir-653,-0.168302013,0.003986542,0.028755989,0.44648563,0.010419413,0.094308293,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9286815881618258,0.6637066050261717
CDR2,hsa-mir-432,-0.157356544,0.007155434,0.044267027,0.503160823,0.003331543,0.04740423,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.109716174290042,0.36736879607383754
UXS1,hsa-mir-200b,-0.183872712,0.001632527,0.014769024,0.85610649,4.19E-10,1.38E-06,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.6351494485939433,1.046052309471908
KLHL9,hsa-mir-10b,0.228035737,8.67E-05,0.0015207,-0.493941042,0.004063721,0.053458755,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7540258380172515,0.21078198620708435
IPO5,hsa-mir-17,0.272906615,2.30E-06,7.89E-05,-0.633299381,0.000100092,0.0053139,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7100640369119483,1.608467635400364
LGI2,hsa-mir-708,0.318757676,2.70E-08,1.76E-06,-0.540917084,0.001390945,0.027747451,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.07897779625673584,0.9425787215413065
ALDH3A2,hsa-mir-676,-0.158270716,0.006823314,0.042738072,0.445691465,0.010573473,0.095139904,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6514429912978937,0.7830018654530534
RTKN,hsa-mir-454,0.15981894,0.006292164,0.040264109,-0.554053271,0.001001678,0.022683056,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9693207247698472,1.424825337101014
HSPB2,hsa-mir-629,-0.180708818,0.00196872,0.017016431,0.707533036,5.94E-06,0.000880818,targetprofiler-NO,targetscan-Yes,miRanda-Yes,3.9545976024591116,1.6162834828237809
ITGA10,hsa-mir-625,-0.213513575,0.000243512,0.003437062,0.674776136,2.28E-05,0.002095306,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.2606730777843079,3.8096054316046253
KHDRBS1,hsa-mir-891b,0.142489593,0.014988676,0.075374192,-0.45206471,0.009389611,0.088647117,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9666079027784533,0.653186677733464
CTSC,hsa-mir-98,-0.225683996,0.000102951,0.001744605,0.627417312,0.000121362,0.006022334,targetprofiler-Yes,targetscan-NO,miRanda-NO,3.40021155070202,0.9194360185464017
AMPH,hsa-mir-22,0.220402022,0.000150462,0.00236012,-0.596317802,0.000316018,0.011052119,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.16093274179603628,0.9926095320516921
BLMH,hsa-mir-598,-0.246827705,2.06E-05,0.000480079,0.464752476,0.007363828,0.076546677,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.534665695698834,1.0501068049771847
GGA3,hsa-mir-222,-0.182324416,0.001789864,0.01582654,0.45311447,0.009205805,0.087629701,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.4727069289540986,1.3795671282797068
MBP,hsa-mir-1251,0.20116891,0.000555888,0.006499661,-0.512461448,0.002711284,0.041830534,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9393411361887835,0.20895455259041573
PRRG1,hsa-mir-892a,0.302827882,1.38E-07,7.24E-06,-0.573966056,0.000593063,0.016348151,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6622667623001341,0.7580750852389347
PPM1L,hsa-mir-222,0.4250607,3.40E-14,7.59E-12,-0.45002919,0.009754876,0.090696407,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.3553566173339788,1.3795671282797068
UBP1,hsa-mir-200c,0.432515885,1.07E-14,2.57E-12,-0.456213333,0.008680879,0.084560163,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8050140950374423,0.4913504920922977
ATP1B2,hsa-mir-484,-0.141380851,0.015798812,0.078243743,0.459314284,0.008181219,0.081571609,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.0800079611616834,1.2524944950769639
WDSUB1,hsa-mir-374b,0.198315203,0.000668223,0.007478265,-0.507103106,0.003055096,0.044960114,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5087712206590879,0.8921421972886708
DIDO1,hsa-mir-664,-0.206005006,0.000404595,0.005083858,0.469962208,0.006646999,0.072018156,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0635286131351032,1.2399236141858918
AHCY,hsa-mir-20a,0.288526377,5.51E-07,2.37E-05,-0.59324518,0.000345527,0.011670604,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6662567177441208,1.640186496163599
ZMYND8,hsa-mir-940,0.197387265,0.000709053,0.007828526,-0.651438199,5.38E-05,0.003589443,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0495065462849018,1.0800878066046804
TRIM10,hsa-mir-99b,-0.232493541,6.23E-05,0.001169039,0.594168333,0.000336415,0.01147883,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8026702643900028,0.7417291755942528
LARP4,hsa-mir-653,-0.155500349,0.007874536,0.047439791,0.584848156,0.000439007,0.01355111,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.831256102512824,0.6637066050261717
TNNI1,hsa-mir-141,0.200259516,0.000589629,0.006797275,-0.594378126,0.000334374,0.011436837,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.1510329979905012,0.6026278538438596
CALM2,hsa-mir-651,-0.144796865,0.013418657,0.069675342,0.558584454,0.000891618,0.021090097,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.188232371187121,1.9455992676832998
NET1,hsa-mir-203,0.818637314,0,0,-0.624941895,0.000131461,0.006338916,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.74539507449292,0.5891323741828147
RAI2,hsa-mir-25,-0.159157424,0.006514406,0.04131252,0.443708619,0.010966534,0.097267291,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.406723588657017,1.963619291312491
PEPD,hsa-mir-15a,0.231969788,6.48E-05,0.001206307,-0.451672043,0.009459159,0.089047214,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.275694245981601,1.492832829471504
BRIP1,hsa-mir-203,0.159908961,0.006262451,0.040131423,-0.667337191,3.02E-05,0.002504794,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.8706345514421256,0.5891323741828147
METTL7B,hsa-mir-589,0.158126488,0.006874779,0.042977436,-0.601145845,0.000274153,0.010108403,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.081967583430876,2.3749655378420624
PBX3,hsa-mir-31,-0.25063447,1.52E-05,0.000374213,0.495241455,0.00395273,0.052563122,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0635702281389012,5.3020946961317605
DCP1A,hsa-mir-203,0.17544457,0.002670638,0.02138159,-0.502128356,0.003407416,0.048037019,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0418066707517095,0.5891323741828147
FAM36A,hsa-mir-320a,-0.137725796,0.018746958,0.088345025,0.472851005,0.006275808,0.069558989,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.45243651479561436,1.110550287417693
FOXK2,hsa-mir-1288,0.177007125,0.002441632,0.01999221,-0.507266367,0.003044089,0.044850969,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3609654749560773,1.6629676920846386
WDR45L,hsa-mir-433,0.174197948,0.00286716,0.022541442,-0.531733148,0.001736277,0.031850399,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.048370606835989,0.27095952072771945
PIM3,hsa-mir-935,-0.175966161,0.002592109,0.02091458,0.490741084,0.004348324,0.055665066,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8052277459354875,4.26575001841235
SLC4A8,hsa-mir-17,-0.137672159,0.018793566,0.088492065,0.545141533,0.001253396,0.026010003,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.1348293675526028,1.608467635400364
SYK,hsa-mir-17,-0.183812208,0.001638429,0.014808654,0.546109081,0.001223623,0.025632309,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5840649661595226,1.608467635400364
ZNF527,hsa-mir-598,0.194513268,0.000850599,0.008988271,-0.491738168,0.004257861,0.054982738,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7734819215105138,1.0501068049771847
APBB1IP,hsa-mir-370,-0.14961305,0.010599841,0.05885542,0.561112294,0.000834958,0.020248354,targetprofiler-Yes,targetscan-NO,miRanda-NO,6.977833354035623,0.3909126671636507
PDE8A,hsa-mir-664,0.165609142,0.004618495,0.032064333,-0.604763651,0.00024609,0.009426758,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.844462652283211,1.2399236141858918
FUBP1,hsa-mir-424,0.135970369,0.020325614,0.093472725,-0.551435341,0.001070555,0.023638526,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8796093064269972,0.2985217909255005
EFHA1,hsa-mir-22,0.197064693,0.000723779,0.007950537,-0.470631686,0.00655935,0.071415914,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.6821659104635714,0.9926095320516921
TXNDC16,hsa-mir-1266,-0.152496295,0.009175365,0.053039873,0.474562552,0.006064348,0.068112887,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.588344002482093,1.7902833206739064
CAB39L,hsa-mir-378,0.175034173,0.002733939,0.021762296,-0.643699004,7.05E-05,0.004266757,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.450709391370321,0.6700115691289259
EGLN3,hsa-mir-33b,0.233157086,5.93E-05,0.001123682,-0.620306173,0.00015241,0.006961395,targetprofiler-Yes,targetscan-NO,miRanda-NO,3.189808262838698,0.6967394591476787
PHF8,hsa-mir-487b,0.185789221,0.001455337,0.013543993,-0.475301023,0.005975008,0.06748247,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7323559555050011,0.2968313679397631
SLK,hsa-mir-200c,0.169419372,0.003748087,0.0274702,-0.599014507,0.000291985,0.010514674,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7587023474913833,0.4913504920922977
DERA,hsa-mir-653,-0.183292652,0.001689926,0.015157938,0.450996935,0.009579748,0.089723346,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.167480250707341,0.6637066050261717
CENPL,hsa-mir-20b,0.213771264,0.000239231,0.003389911,-0.511881073,0.002746827,0.042146776,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.1263711868864712,0.7035155853774
ATP10B,hsa-mir-1226,0.583096949,0,0,-0.581471221,0.000482502,0.014381412,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.7445705641279918,1.5382551927673023
UBTF,hsa-mir-34a,-0.177102183,0.002428295,0.019908864,0.600781919,0.000277127,0.010170871,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0810361110329878,2.9440272986452842
STX3,hsa-mir-664,0.172752428,0.003111421,0.023951255,-0.614909155,0.000180513,0.007741983,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4621384537852624,1.2399236141858918
KTN1,hsa-mir-451,-0.179839785,0.00207154,0.017682551,0.474516992,0.006069897,0.068151972,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.717222117549172,1.8748425366187083
ADAP2,hsa-mir-664,0.248278841,1.83E-05,0.000436836,-0.466797627,0.007074955,0.07473339,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.332682656603766,1.2399236141858918
CHST6,hsa-mir-132,-0.137325431,0.019097294,0.089500249,0.585772465,0.000427724,0.013340471,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5732205318112171,1.0807607447738417
GPC4,hsa-mir-199b,-0.261443516,6.20E-06,0.000179657,0.570714945,0.000647518,0.017228202,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7520185515930606,0.2295968727272697
ADAMTS7,hsa-mir-374b,-0.208359667,0.000345701,0.004505969,0.494108692,0.004049263,0.053339468,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.0472040694303275,0.8921421972886708
ACAD8,hsa-mir-217,-0.15155359,0.009621195,0.054883187,0.551182021,0.001077436,0.023726704,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6113923197051562,0.1406996985026888
SHISA2,hsa-mir-10b,0.351046807,7.28E-10,7.14E-08,-0.443478874,0.011012863,0.097529359,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1313002203164717,0.21078198620708435
NFASC,hsa-mir-224,0.137997418,0.018512473,0.08756854,-0.528825213,0.001860177,0.033245994,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.06876426310042072,2.3969138611261496
KCNT2,hsa-mir-382,-0.142508337,0.014975299,0.075327062,0.506716619,0.003081291,0.045188501,targetprofiler-NO,targetscan-Yes,miRanda-NO,12.921272405850287,0.45159944162958343
LOC100131691,hsa-mir-1295,-0.15481166,0.008157295,0.048691352,0.531292448,0.001754578,0.032064924,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.9391785922280527,3.3846760343086046
WDR5B,hsa-mir-500a,-0.291622272,4.11E-07,1.85E-05,0.481002374,0.005322342,0.062928095,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5171850928673047,0.5898136713786983
SOCS5,hsa-mir-10b,0.19398081,0.000879526,0.00922039,-0.493641134,0.004089695,0.05364855,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7935128430595906,0.21078198620708435
ERMP1,hsa-mir-132,-0.155407036,0.007912329,0.047612238,0.470093861,0.006629685,0.071889642,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3622165148673284,1.0807607447738417
TAX1BP3,hsa-mir-449a,-0.167029864,0.004274647,0.030281929,0.466618221,0.007099903,0.074898034,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.8948655674315653,1.4270050589620569
RAB7L1,hsa-mir-500a,0.200775532,0.000570257,0.00662675,-0.543634397,0.001301037,0.026611056,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6747868833003534,0.5898136713786983
PTK2,hsa-mir-539,0.190632316,0.001083237,0.010813309,-0.476169986,0.005871323,0.066757757,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7550919465186187,0.24408365957749745
SHISA6,hsa-mir-192,0.145846663,0.012753494,0.067212304,-0.453804083,0.009086723,0.086918929,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2652522955315815,0.5885574189741671
NETO2,hsa-mir-21,-0.178106925,0.002291327,0.019063193,0.607142143,0.000229061,0.009004539,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.4577449164393914,7.929934683042985
IRX5,hsa-mir-548v,-0.171736618,0.003294201,0.024980247,0.487455166,0.00465824,0.058004987,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.4300441637048027,0.7187808901199059
VASH2,hsa-mir-152,-0.155562234,0.007849561,0.047334807,0.458523151,0.008306316,0.082337856,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.8419305600389397,1.010903562533402
HOXD10,hsa-mir-25,-0.226470067,9.72E-05,0.001667219,0.553160786,0.001024709,0.023005545,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.15423960350187338,1.963619291312491
CELSR1,hsa-mir-1301,-0.252586056,1.29E-05,0.000328674,0.444498617,0.010808481,0.096432313,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8794515551544745,1.4393764245546483
COMMD2,hsa-mir-199b,-0.207378641,0.000369195,0.004738294,0.590152094,0.000377675,0.012317163,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.316366844244061,0.2295968727272697
IL18R1,hsa-mir-942,-0.138025417,0.018488449,0.087488038,0.441824703,0.011351322,0.099333098,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5959064881903908,2.1910991965190476
CNOT6,hsa-mir-934,0.217620707,0.00018308,0.002748772,-0.5254284,0.002014597,0.034911839,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9886900098511291,0.4662966639267829
ZBTB39,hsa-mir-504,-0.136894294,0.01948091,0.090745556,0.472452923,0.006325883,0.069881223,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8756945067973619,0.6116493781110304
HOXB8,hsa-mir-25,-0.274030003,2.08E-06,7.26E-05,0.588460313,0.000396357,0.012700597,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6615276993744614,1.963619291312491
CIRH1A,hsa-mir-17,0.160667535,0.006017022,0.038971904,-0.733327026,1.80E-06,0.000408237,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2859466628679976,1.608467635400364
HELLS,hsa-mir-379,0.20350549,0.000477224,0.005777912,-0.458160223,0.008364244,0.082671591,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1346827027709658,0.3024690311033057
TXNDC11,hsa-mir-374b,0.219985748,0.00015497,0.002415285,-0.441465596,0.011425945,0.099723832,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9448865912871144,0.8921421972886708
PCGF3,hsa-mir-581,-0.135870867,0.020418453,0.093777819,0.560556224,0.000847143,0.020427047,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6127763205150565,1.2272717352039286
HECTD2,hsa-mir-183,-0.154505742,0.008285771,0.049264034,0.506863353,0.003071323,0.045106567,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.0545319407414577,3.807766899396524
ZNF250,hsa-mir-495,-0.193064951,0.000931413,0.009634198,0.559210687,0.000877275,0.020876573,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5450329228677337,0.3854495864275635
EEF1A2,hsa-mir-378,0.138614543,0.017989195,0.085809144,-0.543944204,0.001291116,0.026493401,targetprofiler-NO,targetscan-NO,miRanda-Yes,28.0273956075999,0.6700115691289259
PHF8,hsa-mir-382,0.178223277,0.002275929,0.018971823,-0.526796775,0.001951099,0.034235778,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7323559555050011,0.45159944162958343
KCTD12,hsa-mir-495,-0.13816766,0.018366813,0.087094292,0.614001184,0.00018567,0.007881109,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0017199569024011,0.3854495864275635
ALDH3B1,hsa-mir-765,-0.236485984,4.61E-05,0.00091845,0.511313766,0.002781959,0.042460103,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.2393615602691823,0.9658192254349969
PCDHAC2,hsa-mir-372,0.218885421,0.000167504,0.002564171,-0.472471666,0.006323518,0.069871466,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8514909875398298,0.8991642166579353
ATXN7L3,hsa-mir-451,-0.152380838,0.009228964,0.053260595,0.468040731,0.006904129,0.073649748,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.3063654767101203,1.8748425366187083
ATMIN,hsa-mir-372,0.239448864,3.67E-05,0.000765409,-0.521935011,0.002184926,0.036666856,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.854490971074954,0.8991642166579353
NVL,hsa-mir-625,-0.195186949,0.000815257,0.008705017,0.569876802,0.000662252,0.017470762,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.164142884953051,3.8096054316046253
RTDR1,hsa-mir-1251,-0.178024953,0.002302232,0.01913004,0.755023782,5.93E-07,0.000193881,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.9600750446139585,0.20895455259041573
NPAS3,hsa-mir-29c,-0.168114036,0.004027978,0.028974139,0.444388791,0.010830338,0.096549314,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1203656463429896,0.36283440842525105
NLK,hsa-mir-664,-0.225505282,0.000104297,0.001762714,0.575709886,0.000565553,0.015881053,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0615364918567274,1.2399236141858918
SDHC,hsa-mir-581,0.141434705,0.015758595,0.078102287,-0.452944819,0.009235302,0.087795234,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6852217846229324,1.2272717352039286
MACC1,hsa-mir-337,-0.220700972,0.0001473,0.00231979,0.580815726,0.000491373,0.014551895,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.7640242849350956,0.3438689304276301
TTLL10,hsa-mir-140,-0.166392231,0.004426006,0.031069697,0.517397633,0.002424749,0.039089596,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4741929131891818,0.9604125519184151
WIZ,hsa-mir-664,-0.154821832,0.008153054,0.048673628,0.631230238,0.00010716,0.005554497,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9845465882336235,1.2399236141858918
C20orf151,hsa-mir-370,0.243937084,2.59E-05,0.000577263,-0.641819756,7.52E-05,0.004437332,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.26354264497341495,0.3909126671636507
LPIN3,hsa-mir-500a,-0.202836184,0.000498631,0.005978319,0.509931381,0.0028692,0.043232352,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.3752974410852343,0.5898136713786983
CDC42EP1,hsa-mir-1258,-0.196861928,0.000733179,0.008026147,0.472281862,0.006347506,0.07001749,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3824564897357245,5.650533386549057
CCDC8,hsa-mir-548v,-0.147429351,0.011805542,0.063592924,0.568211841,0.0006924,0.017958327,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5958196433670822,0.7187808901199059
TFDP1,hsa-mir-1226,0.139010253,0.017660485,0.084718124,-0.56367382,0.000780798,0.01941062,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8799769118931202,1.5382551927673023
UPP2,hsa-mir-589,0.194432297,0.00085494,0.009021647,-0.572931266,0.000609939,0.016626057,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.07187520300036758,2.3749655378420624
TNFRSF19,hsa-mir-889,-0.15665104,0.007421537,0.04545102,0.60558441,0.000240091,0.009271234,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.253785627690446,0.3529389726085534
TACC1,hsa-mir-432,0.157038833,0.007274196,0.044804282,-0.65110277,5.45E-05,0.003618278,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.35226868078470547,0.36736879607383754
MED12L,hsa-mir-505,-0.17219339,0.003210841,0.024498676,0.462394443,0.007709291,0.07871988,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.8976800242192892,0.8843475708767211
PIK3R3,hsa-mir-151,0.267261928,3.77E-06,0.000118926,-0.489014431,0.00450889,0.05690409,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6614262335699257,1.2041876363230581
CACHD1,hsa-mir-500a,0.23924794,3.73E-05,0.000775048,-0.668093788,2.94E-05,0.002462381,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.3285000963468691,0.5898136713786983
FMNL2,hsa-mir-203,-0.160358443,0.006115965,0.039432126,0.503128566,0.003333891,0.047426097,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.2176014206647294,0.5891323741828147
CADM4,hsa-mir-184,-0.213890215,0.000237278,0.00336884,0.475908618,0.005902346,0.066941639,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1956476924458148,0.02665146468870859
C14orf132,hsa-mir-378c,0.14483957,0.013391015,0.069568513,-0.512913037,0.002683905,0.041574794,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.43601815512123726,0.6527730210212564
HAPLN1,hsa-mir-1226,0.24387247,2.60E-05,0.00057958,-0.564502194,0.000763958,0.019128423,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1940240511822282,1.5382551927673023
ZNF260,hsa-mir-376c,-0.173575705,0.002970087,0.023141266,0.450909741,0.009595418,0.089807338,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9110550390431544,0.2359186466974029
ZNF330,hsa-mir-222,0.374968924,3.80E-11,4.92E-09,-0.692696288,1.12E-05,0.001320691,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0026216682587579,1.3795671282797068
ITGB8,hsa-mir-889,-0.247554405,1.94E-05,0.000457429,0.59054303,0.000373471,0.012237432,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.457978161704621,0.3529389726085534
MTHFD1,hsa-mir-625,0.153844962,0.008569443,0.05048292,-0.624137898,0.000134898,0.006442368,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0242267699503822,3.8096054316046253
VDAC3,hsa-mir-378,0.253619076,1.19E-05,0.000306565,-0.487477472,0.004656074,0.057984648,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.06740564604164,0.6700115691289259
CCNE1,hsa-mir-598,0.311251028,5.89E-08,3.46E-06,-0.472295604,0.006345766,0.070008576,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.071541403073308,1.0501068049771847
NTNG1,hsa-mir-877,-0.136694481,0.019660959,0.091325541,0.590394716,0.000375061,0.012268433,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.12524267119298538,1.119907646282115
FAM43B,hsa-mir-376c,0.14160641,0.015630964,0.077645528,-0.491160197,0.0043101,0.055374108,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.32452449941572553,0.2359186466974029
GOLGA6L9,hsa-mir-140,-0.198999836,0.000639505,0.007235383,0.49833885,0.003698826,0.050519834,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.112226015235362,0.9604125519184151
TMCO1,hsa-mir-616,0.146023221,0.012644524,0.066815234,-0.44578692,0.010554854,0.095050947,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.011398181582637,3.2255519942439177
