mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
DNAJC24,hsa-mir-766,0.235552344,0.001754628,0.054538443,-0.765016641,0.002312841,0.066507937,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8088526228826942,6.849591739593093
ARSD,hsa-mir-551a,-0.285410875,0.000134865,0.00830993,0.733558123,0.0043201,0.092847406,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.4467173009598695,4.170806786041075
ZNF282,hsa-mir-31,-0.227161127,0.002575137,0.070809762,0.78862418,0.001357018,0.049530015,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2963243273022254,9.331863453382136
CCDC8,hsa-mir-548v,-0.25592765,0.00065314,0.027218906,0.800225596,0.001018972,0.042053004,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5876730132718258,2.6971494506683324
ADAM23,hsa-mir-592,0.277331859,0.000211534,0.011742764,-0.764206836,0.002353031,0.067162397,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5135484051363037,22.9775459082723
RFX5,hsa-mir-193a,0.234682811,0.001826928,0.056083745,-0.746614858,0.003368677,0.081497813,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4592666713031992,1.5562734016876254
ATP9A,hsa-mir-183,-0.229617696,0.002304756,0.065728477,0.777739469,0.001748683,0.057069963,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.874325660054243,97.4667603609174
CIRBP,hsa-mir-616,-0.263280114,0.000448103,0.02066414,0.877349606,8.14E-05,0.008861163,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.4846972313910214,3.922025271138818
STK40,hsa-mir-195,-0.229429627,0.002324506,0.066107814,0.757582323,0.002702602,0.072469049,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8626055806319873,0.3979244259740412
EPN3,hsa-mir-134,-0.217373049,0.003961493,0.094146071,0.854094019,0.000201976,0.015957309,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3160556588615986,0.7785813377153431
RAP2A,hsa-mir-181c,0.353446448,1.72E-06,0.000229953,-0.806223582,0.000872392,0.038412465,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7620927731795789,3.721609893771577
IGF2BP2,hsa-mir-1266,-0.235681238,0.001744136,0.05430758,0.878523064,7.74E-05,0.008577112,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.4890218868686427,8.331445046349769
OPA1,hsa-mir-760,0.221401818,0.003325127,0.084038995,-0.733937566,0.004289818,0.09251025,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1621698032527537,7.900018950945542
AGBL4,hsa-mir-1266,-0.227387939,0.002549019,0.070342603,0.871205359,0.000105262,0.010548862,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5875614370917046,8.331445046349769
