mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
S1PR2,hsa-mir-1248,-0.172664758,0.001348056,0.018245009,0.610634993,4.68E-05,0.022037598,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5336530567711963,13.527790011336005
SHANK2,hsa-mir-432,0.210284938,8.91E-05,0.002292004,-0.549976493,0.000347676,0.072632706,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4281695019528614,3.008848277433525
APOBEC3B,hsa-mir-887,-0.142044445,0.008523554,0.069009759,0.551737343,0.000329766,0.070751651,targetprofiler-NO,targetscan-Yes,miRanda-Yes,10.89975903112927,1.8352050224844945
SLC41A2,hsa-mir-15a,-0.132227828,0.014400227,0.098898382,0.535103009,0.0005373,0.092476358,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.5431339504885456,0.9089550755418939
ITGA11,hsa-mir-1248,-0.153298705,0.004491269,0.043904664,0.576866732,0.000149975,0.04446095,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.38555782317033,13.527790011336005
ITPRIPL2,hsa-mir-224,-0.157718179,0.003451602,0.036356918,0.556822534,0.000282588,0.065204548,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8974360035471439,9.290415864287
LHFPL2,hsa-mir-196b,-0.29970797,1.58E-08,1.73E-06,0.606039551,5.52E-05,0.024748221,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5535586189560419,46.74399117574376
ZFP36,hsa-mir-182,-0.171714696,0.001434378,0.019099073,0.589849344,9.73E-05,0.034153069,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.22128503435615646,5.481566785046144
TPP1,hsa-mir-3651,-0.295823926,2.46E-08,2.55E-06,0.620143804,3.29E-05,0.017445477,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.548447949629457,4.717315189952042
PRND,hsa-mir-205,-0.167712882,0.00185654,0.023116061,0.69776257,1.12E-06,0.001910938,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.06663013518176095,72.43425478873414
SLC40A1,hsa-mir-93,-0.17349346,0.001276684,0.017530636,0.536165643,0.000521194,0.09099233,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.3078992325682797,2.8702020977423346
GAS1,hsa-mir-378,-0.223103582,3.14E-05,0.000998634,0.56296303,0.00023374,0.058143899,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8994558941942801,1.7433264197912282
RASGRF1,hsa-mir-200c,-0.154336219,0.004224582,0.042017192,0.535953165,0.00052438,0.091196598,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.07335173874206391,3.0111910760179184
PAX6,hsa-mir-370,0.150459379,0.00530047,0.049381255,-0.570523882,0.000184079,0.050326466,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.2238301891306262,2.5601437362762516
SLC1A1,hsa-mir-203,-0.140472064,0.009290331,0.073249651,0.654080985,8.44E-06,0.007217332,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.09257159333323986,5.046308123559928
MYRIP,hsa-mir-205,-0.275307416,2.30E-07,1.75E-05,0.658405604,7.02E-06,0.0064236,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.07823672333896306,72.43425478873414
SHANK2,hsa-mir-758,0.348964439,3.14E-11,7.00E-09,-0.539163246,0.000478056,0.087563699,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4281695019528614,2.332895147984024
TP53BP2,hsa-mir-222,-0.191036013,0.00038128,0.007063307,0.563615573,0.000229023,0.057334457,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.6859058112132556,1.6730002546105138
RAB3IP,hsa-mir-410,0.446778793,0,0,-0.573424378,0.000167702,0.047678457,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0803332833595387,2.328319918534089
LTBP2,hsa-mir-944,-0.363398903,4.08E-12,1.11E-09,0.668786859,4.44E-06,0.004723051,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.34858498099332913,105.97357228545195
DYSF,hsa-mir-708,-0.300709819,1.41E-08,1.56E-06,0.62901098,2.34E-05,0.014033024,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.24478658865858752,9.770166528938537
SLC36A1,hsa-mir-942,-0.192325603,0.000347359,0.006581798,0.611945862,4.46E-05,0.021391731,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6658647041636256,1.8653455786937305
UBE2D1,hsa-mir-190,-0.156408501,0.00373429,0.038473814,0.568403258,0.000196948,0.052405156,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0415740696867757,0.4729781670937032
SH3PXD2B,hsa-mir-3651,-0.308234812,5.82E-09,7.24E-07,0.638840928,1.59E-05,0.011001993,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4614791531542959,4.717315189952042
SARM1,hsa-mir-31,-0.166761752,0.001972322,0.024176254,0.57454983,0.000161709,0.046523688,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7311021372492328,46.934180455878945
CLN8,hsa-mir-18b,-0.204535688,0.000139517,0.003252992,0.534382229,0.000548476,0.093575095,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6837400391545773,1.1789744231038712
DLL4,hsa-mir-944,-0.271443451,3.44E-07,2.45E-05,0.53796903,0.000494844,0.088911463,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.22057229030317824,105.97357228545195
GYS1,hsa-mir-151,0.176330355,0.001057836,0.015237716,-0.534434306,0.000547662,0.093482577,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.1835696022961075,1.3635969280173657
BHLHE22,hsa-mir-3653,-0.143178574,0.008005998,0.066060527,0.549207762,0.000355764,0.073745202,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6593257185327811,2.953261801490435
TCN2,hsa-mir-93,-0.233445309,1.29E-05,0.000491468,0.553499736,0.000312672,0.068784955,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5582795912515,2.8702020977423346
BTG2,hsa-mir-497,0.213970801,6.64E-05,0.001816721,-0.541074377,0.000452245,0.084823491,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.36018788540089935,0.4232258149560484
LTBP2,hsa-mir-193b,-0.148202352,0.006034783,0.054153849,0.657498487,7.29E-06,0.006582098,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.34858498099332913,4.694379270185694
C1orf85,hsa-mir-3651,-0.156923942,0.003620625,0.037638853,0.557512256,0.000276678,0.064449752,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.340540655766576,4.717315189952042
CD93,hsa-mir-205,-0.360835617,5.91E-12,1.55E-09,0.626992101,2.53E-05,0.014645667,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.12813094216516926,72.43425478873414
P2RY6,hsa-mir-93,-0.166696441,0.00198051,0.024251328,0.566994223,0.00020594,0.053825014,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.9396797972980475,2.8702020977423346
HNF4A,hsa-mir-205,-0.158238756,0.00334473,0.035532937,0.641190978,1.44E-05,0.010353235,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.037930261672379,72.43425478873414
PTPN7,hsa-mir-629,-0.132946435,0.013872823,0.096429196,0.543538939,0.000420799,0.081319988,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.146511340932348,2.217975514742635
STAT2,hsa-mir-940,-0.154053143,0.004295889,0.04253558,0.559581923,0.000259606,0.062169656,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2700070294118657,4.4675406683064764
PRR16,hsa-mir-205,-0.172500416,0.001362638,0.018387473,0.566772359,0.000207389,0.053998563,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0755667596916687,72.43425478873414
VASH1,hsa-mir-205,-0.391944061,5.26E-14,2.03E-11,0.613155309,4.26E-05,0.020702983,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.33632344936470715,72.43425478873414
P2RY6,hsa-mir-20b,-0.174075826,0.001228624,0.017034051,0.655151184,8.07E-06,0.006998359,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.9396797972980475,2.6234971677360766
CD93,hsa-mir-944,-0.293594971,3.17E-08,3.17E-06,0.565376181,0.00021672,0.055458924,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.12813094216516926,105.97357228545195
CACNB2,hsa-mir-152,-0.137655023,0.010818433,0.081409749,0.549095662,0.000356958,0.073794263,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.45923808970007074,1.6028758526661289
GPM6B,hsa-mir-539,0.583264137,0,0,-0.543526548,0.000420952,0.081329519,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2980035044352264,4.015417772182233
LHFPL2,hsa-mir-93,-0.324811632,7.63E-10,1.22E-07,0.57952238,0.000137473,0.042223839,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.5535586189560419,2.8702020977423346
TMEM176A,hsa-mir-93,-0.347758458,3.71E-11,8.12E-09,0.633039169,2.00E-05,0.012704736,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.7603282749753278,2.8702020977423346
NUAK1,hsa-mir-1293,-0.203676162,0.000149036,0.003421262,0.576178332,0.000153379,0.045111679,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.4310214725943828,8.65669528876262
CTSD,hsa-mir-940,-0.188950741,0.000442719,0.007906161,0.58588756,0.000111243,0.037167538,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.44858985202748797,4.4675406683064764
PLXND1,hsa-mir-1293,-0.140169917,0.009444502,0.074108554,0.598869418,7.12E-05,0.028847092,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3878778578815535,8.65669528876262
MMP3,hsa-mir-942,-0.153189797,0.004520126,0.04410317,0.607664842,5.21E-05,0.023665202,targetprofiler-Yes,targetscan-Yes,miRanda-NO,99.42487418381354,1.8653455786937305
ZNF521,hsa-mir-30a,0.255676662,1.66E-06,9.19E-05,-0.539026295,0.000479955,0.087713454,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.423050012227745,0.15291803905123288
TP53I11,hsa-mir-1293,-0.162770295,0.002533692,0.029020749,0.568593465,0.000195761,0.052250325,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5829006001013364,8.65669528876262
CD84,hsa-mir-93,-0.294258034,2.94E-08,2.97E-06,0.59560936,7.98E-05,0.030494983,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4719977138163727,2.8702020977423346
PLA2G7,hsa-mir-3651,-0.218211574,4.71E-05,0.001381743,0.554156663,0.000306506,0.068097475,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7317945075611252,4.717315189952042
DCHS1,hsa-mir-205,-0.304788268,8.75E-09,1.03E-06,0.601577005,6.47E-05,0.027315704,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.38174558516035895,72.43425478873414
SOX6,hsa-mir-31,-0.18345536,0.00065144,0.010592821,0.571867702,0.000176321,0.048990627,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.9309454875892054,46.934180455878945
CD34,hsa-mir-708,-0.201795004,0.000172032,0.003822937,0.589153044,9.96E-05,0.034643253,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.1676741212058237,9.770166528938537
ITPKB,hsa-mir-147b,-0.174431435,0.001200101,0.01674423,0.600379961,6.75E-05,0.027954066,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9632145187513151,8.607084261495796
CTSL1,hsa-mir-130b,-0.223847964,2.95E-05,0.000951784,0.54610155,0.000390189,0.077677267,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5074565659670043,7.209204190731397
TTYH3,hsa-mir-3653,-0.230615571,1.65E-05,0.000598964,0.591107842,9.32E-05,0.033259808,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.8358584279135166,2.953261801490435
ADAP2,hsa-mir-942,-0.165404097,0.002149043,0.025772613,0.576923086,0.0001497,0.044412843,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5636297438056795,1.8653455786937305
TCN2,hsa-mir-3651,-0.173528232,0.001273767,0.017501451,0.586684351,0.000108299,0.036559323,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.5582795912515,4.717315189952042
PML,hsa-mir-425,-0.160639756,0.002889611,0.031963917,0.57783222,0.000145316,0.043635421,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1965937937285929,1.8824645653821082
CHI3L1,hsa-mir-33a,-0.161057436,0.002816446,0.031364273,0.554977678,0.000298954,0.067164182,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.3558974531249475,3.683971987062404
ITGBL1,hsa-mir-944,-0.309786788,4.84E-09,6.16E-07,0.557456904,0.000277149,0.064449752,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5104741406093439,105.97357228545195
CSMD2,hsa-mir-1248,-0.141409324,0.008826217,0.070690781,0.573385254,0.000167914,0.047704089,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.003833950435916,13.527790011336005
SKA1,hsa-mir-1245,-0.133466723,0.013501641,0.09464499,0.536769958,0.000512228,0.090277097,targetprofiler-Yes,targetscan-Yes,miRanda-NO,17.162929071106948,2.3820972213034493
MMAA,hsa-mir-155,0.225628381,2.53E-05,0.000843301,-0.570754454,0.000182726,0.050107245,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.754349090177493,1.5928227248722053
GRK5,hsa-mir-22,0.266381042,5.77E-07,3.78E-05,-0.625808699,2.65E-05,0.015163298,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.16445005498817591,0.7474859720679335
LHFPL2,hsa-mir-106a,-0.272073304,3.22E-07,2.31E-05,0.573015362,0.000169929,0.047966461,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5535586189560419,2.4335139424923056
HEYL,hsa-mir-205,-0.308026975,5.97E-09,7.41E-07,0.614162009,4.11E-05,0.020187194,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.33754346233938654,72.43425478873414
ST6GALNAC2,hsa-mir-338,-0.154931927,0.004078004,0.040988435,0.554967155,0.000299049,0.067164182,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.8970214361489737,0.26333342547615046
CHRM3,hsa-mir-147b,-0.203763249,0.000148044,0.003404068,0.674384992,3.44E-06,0.003999995,targetprofiler-Yes,targetscan-NO,miRanda-NO,3.696494448058811,8.607084261495796
CD14,hsa-mir-196b,-0.236416742,9.92E-06,0.000397647,0.562277955,0.000238785,0.058950056,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5036349775800886,46.74399117574376
NR5A2,hsa-mir-205,-0.325992442,6.57E-10,1.07E-07,0.619259376,3.40E-05,0.017798979,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.17363027729186112,72.43425478873414
MOCS1,hsa-mir-944,-0.194816167,0.000289659,0.005717057,0.584869769,0.000115107,0.0380532,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.3302088919109339,105.97357228545195
SEC24C,hsa-mir-1262,0.150179162,0.005387045,0.04996291,-0.555178998,0.000297127,0.066962749,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0459369576982116,1.2234321037610314
DNMT3B,hsa-mir-21,-0.150397039,0.005319621,0.049505844,0.549584795,0.000351777,0.073255045,targetprofiler-NO,targetscan-Yes,miRanda-NO,8.609466295833052,1.9954549745548138
KIT,hsa-mir-205,-0.136745357,0.011357334,0.084127452,0.684477094,2.15E-06,0.002960056,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.5802842349344363,72.43425478873414
TGFBI,hsa-mir-301a,-0.217276945,5.08E-05,0.001468113,0.561865413,0.000241871,0.059300868,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.6582377581261312,3.467134831932342
PRKCQ,hsa-mir-200c,-0.175732031,0.001100891,0.015704408,0.65874799,6.91E-06,0.006377443,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.3465881513762235,3.0111910760179184
EHD4,hsa-mir-205,-0.204302674,0.00014204,0.003295915,0.532099488,0.00058525,0.097184311,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5831639149047709,72.43425478873414
RAB3IP,hsa-mir-496,0.327563198,5.38E-10,8.91E-08,-0.535817122,0.000526429,0.091432656,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0803332833595387,2.218779480485794
RALGAPA2,hsa-mir-1293,-0.18465082,0.00059949,0.009950884,0.541727633,0.000443712,0.083913863,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4421556745820063,8.65669528876262
IARS,hsa-mir-217,-0.139867909,0.009600869,0.074931184,0.624873275,2.75E-05,0.015547311,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.8344224048573747,0.9826104114589447
CCR1,hsa-mir-942,-0.231450269,1.54E-05,0.000564453,0.538615305,0.000485694,0.088186338,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2788521331923466,1.8653455786937305
CSRNP1,hsa-mir-183,-0.274829952,2.42E-07,1.82E-05,0.56631093,0.000210432,0.054387983,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.10934339936595512,8.875503975811318
LDLRAP1,hsa-mir-223,0.133951425,0.013163737,0.093014139,-0.55869665,0.000266789,0.06291831,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1181620099270313,0.5403401358795024
