from,to,weight
1,2,0.0250853056570623
1,3,0.0392067109750096
1,4,0.00403217642866872
1,6,0.0109887706047656
1,16,0.0039734665774089
1,25,0.00278901249551863
1,28,0.00427465013383649
1,31,0.0121872501846273
1,52,0.00589520805684836
1,62,0.00433514368730376
1,64,0.00706066971226331
1,69,0.00580336157180702
1,72,0.0029173185523215
1,75,0.00271783777673153
1,78,0.00237576328210616
1,84,0.00542371763659047
1,90,0.00262384254304619
1,91,0.00513784906085118
1,94,0.00558221466594109
1,95,0.00196727940039937
1,99,0.00172781977343872
1,100,0.0022096730250732
1,103,0.00233089470847475
1,106,0.00711790344863847
1,117,0.00313464930167024
1,119,0.00494984981863606
1,121,0.00286856633283162
1,122,0.00289701698231451
1,125,0.00287728346240142
1,128,0.002261063672105
1,130,0.0054642424539031
1,136,0.00280291531699374
1,138,0.00373245137654399
1,140,0.00142880911638329
1,146,0.0075417404664089
1,155,0.0150940631913487
1,157,0.00321479470496174
1,162,0.00229195298686575
1,165,0.00398341435165236
1,170,0.00225413783233044
1,174,0.00215755399832883
1,179,0.00290548956004158
1,187,0.00161539568694112
1,188,0.00319023827022684
1,194,0.00334610352864228
1,199,0.00268870206507521
1,203,0.00239302051165608
1,204,0.00278427120967087
1,206,0.00577895155834522
1,207,0.00492095500101654
1,209,0.00234825281852892
1,213,0.00411130357583687
1,215,0.00761580213183479
1,222,0.0112888420474853
1,224,0.00398884006268394
1,230,0.00226971230326205
1,231,0.00171435127265116
1,242,0.00506071972417927
1,251,0.00458934861907252
1,253,0.00298079067104609
1,255,0.00462577799534353
1,259,0.00405696135462929
1,260,0.00265753566077538
1,262,0.00186235717115967
1,265,0.00754293810667105
1,270,0.00397438220721648
1,271,0.00182061657962273
1,273,0.00171806257993822
1,277,0.00342763481148039
1,283,0.00224452186652151
1,287,0.00190486064337436
1,290,0.0122339226117991
1,291,0.00323379948246361
1,292,0.00427877273404848
1,293,0.00180585746177366
1,294,0.00905377415408959
1,295,0.00436918406930054
1,299,0.00202829044691473
1,300,0.00365842239437782
1,301,0.0031555506547014
1,303,0.00184676940002672
1,307,0.00289211155414197
1,311,0.00174893738180218
2,3,0.00255652682054009
2,6,0.00939956233754735
2,7,0.0100060212485832
2,15,0.00229128602075508
2,16,0.00475191264043964
2,27,0.00365563430045392
2,28,0.0134643763515391
2,41,0.00797559238025238
2,46,0.00703207050151234
2,47,0.00640479641703742
2,52,0.0044022065048267
2,55,0.00216125409442763
2,60,0.00358650020777033
2,62,0.00554749745980866
2,71,0.00766939605522368
2,72,0.00801651155957096
2,74,0.00792014236612836
2,75,0.00888102510340768
2,78,0.00876533555328667
2,82,0.00334603336555443
2,90,0.00895869744203449
2,91,0.00354633632023416
2,93,0.00187501956833704
2,100,0.00959398896501994
2,101,0.00261813643823439
2,102,0.00313226171195408
2,103,0.00691683834078594
2,107,0.00630534321000245
2,111,0.00497263929928764
2,115,0.00528161175109877
2,119,0.00322343856806738
2,121,0.00182051750218713
2,126,0.00682050850844932
2,130,0.00532188891522795
2,135,0.00541708226950259
2,136,0.00416538222898192
2,140,0.00535188204543159
2,146,0.00255939219079914
2,154,0.00622827557874497
2,157,0.00260340886336782
2,159,0.00684400123374687
2,186,0.0124478760328602
2,191,0.00777603796675795
2,192,0.00629870567072718
2,203,0.00433711019281007
2,206,0.00470099890587355
2,207,0.00295261335604581
2,209,0.00373002385591394
2,210,0.00423616389697628
2,213,0.00306697578908307
2,215,0.00360479753873928
2,218,0.00275703451432713
2,221,0.00520874031943948
2,222,0.00485715652757911
2,230,0.00252646766069743
2,231,0.00299051307221046
2,247,0.00532187887717754
2,251,0.0071741763300419
2,252,0.00589921339086375
2,254,0.00455651092234802
2,262,0.0117433465860545
2,267,0.00618010983734865
2,268,0.00166264914555794
2,277,0.00351654743136441
2,278,0.00277678347978495
2,281,0.00356151664722039
2,283,0.00476562982177519
2,286,0.00447165561030237
2,290,0.00186418639947039
2,293,0.00230159395035349
2,294,0.00195156547890563
2,296,0.00295560189724966
2,298,0.0104726151398243
2,302,0.00475286096821819
2,303,0.00289672050902387
2,310,0.00664150206431004
2,311,0.00678728692489485
