from,to
1,29
2,54
9,15
10,18
11,7
12,69
13,30
16,8
17,45
19,67
22,55
24,61
25,5
28,46
32,59
34,3
35,44
37,14
40,38
41,60
42,23
48,43
49,57
50,20
51,62
52,71
53,47
56,31
58,39
64,33
65,21
66,27
70,63
72,26
73,68
74,4
75,36
76,6
