IW,E2MROW,R2MEOW,condition_01,condition_02
1298.72784295297,303.929445025481,349.804273123844,TRUE,TRUE
292.67749096407,112.160734402397,96.2681770647723,TRUE,TRUE
42.1729359803675,22.099574215463,22.7304703693157,TRUE,TRUE
187.201728476034,107.542277493337,81.5919828925026,TRUE,TRUE
1094.64726592139,177.879212901884,207.607952636539,TRUE,TRUE
111.583979908538,19.9779439380056,18.8595246916787,TRUE,TRUE
172.792253963937,130.522773597084,133.784000099393,TRUE,TRUE
28.5952704389362,7.49771446222418,10.5043629080371,TRUE,TRUE
94.6907024152558,52.8557076463918,50.3051648977519,TRUE,TRUE
35.4593152062315,8.24277309490199,10.5716445909601,TRUE,TRUE
124.907560156469,79.1725690151362,63.2632810771025,TRUE,TRUE
20.5857672060113,6.65106253022211,4.9937663043016,TRUE,TRUE
149.812474270906,92.4861478454836,76.675467620223,TRUE,TRUE
23.6632833578439,10.9802353800012,15.519079695933,TRUE,TRUE
125.138708512435,109.207891684772,94.3944857351655,TRUE,TRUE
17.4478835935533,13.5701478069729,17.0299263925851,TRUE,TRUE
1.01656955762379,0.333798333322319,0,TRUE,TRUE
0.609761038769794,0.341531646248311,0,TRUE,TRUE
0.979154681338534,0,0.417457484197244,TRUE,TRUE
0.685755482170442,0,0.362058314622562,TRUE,TRUE
0.318680485931833,0,0,TRUE,TRUE
0.325340024325867,0,0,TRUE,TRUE
0.660063628786873,0,1.13000226854092,TRUE,TRUE
0.670098677055988,0.370778473613439,0,TRUE,TRUE
0.762512040202011,0,0,TRUE,TRUE
0.71495452926384,0.309481810492,0.318723135968646,TRUE,TRUE
0.713601510334785,0,0,TRUE,TRUE
1.07530053750652,0,0,TRUE,TRUE
0.378598681771155,0,0,TRUE,TRUE
0.470755031014871,0,0,TRUE,TRUE
