from,to
1,140
8,146
10,86
15,55
16,71
17,75
18,28
24,9
25,149
40,54
44,159
61,63
65,156
66,26
73,35
82,70
84,6
88,57
93,157
96,34
97,30
99,119
100,53
104,98
109,118
112,134
120,76
124,47
133,142
137,123
138,27
139,23
144,62
145,143
148,13
160,141
