ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.134,0.111
BP,Lin,0.137,0.132
BP,Rel,0.108,0.104
BP,Resnik,0.074,0.075
BP,Wang,0.142,0.134
CC,Jiang,0.498,0.438
CC,Lin,0.238,0.214
CC,Rel,0.166,0.15
CC,Resnik,0.069,0.069
CC,Wang,0.352,0.335
MF,Jiang,0.316,0.25
MF,Lin,0.173,0.136
MF,Rel,0.115,0.092
MF,Resnik,0.042,0.043
MF,Wang,0.307,0.271
