ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.156,0.112
BP,Lin,0.159,0.131
BP,Rel,0.131,0.104
BP,Resnik,0.086,0.074
BP,Wang,0.163,0.135
CC,Jiang,0.509,0.441
CC,Lin,0.255,0.213
CC,Rel,0.184,0.149
CC,Resnik,0.075,0.068
CC,Wang,0.367,0.334
MF,Jiang,0.334,0.257
MF,Lin,0.195,0.14
MF,Rel,0.136,0.094
MF,Resnik,0.053,0.043
MF,Wang,0.328,0.275
