ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.145,0.111
BP,Lin,0.148,0.131
BP,Rel,0.119,0.104
BP,Resnik,0.08,0.074
BP,Wang,0.152,0.135
CC,Jiang,0.503,0.437
CC,Lin,0.246,0.211
CC,Rel,0.175,0.148
CC,Resnik,0.072,0.068
CC,Wang,0.359,0.333
MF,Jiang,0.325,0.252
MF,Lin,0.185,0.137
MF,Rel,0.126,0.092
MF,Resnik,0.048,0.043
MF,Wang,0.319,0.273
