ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.196,0.138
BP,Lin,0.198,0.137
BP,Rel,0.177,0.109
BP,Resnik,0.109,0.074
BP,Wang,0.197,0.142
CC,Jiang,0.479,0.495
CC,Lin,0.286,0.234
CC,Rel,0.217,0.162
CC,Resnik,0.084,0.067
CC,Wang,0.381,0.352
MF,Jiang,0.349,0.316
MF,Lin,0.245,0.173
MF,Rel,0.191,0.116
MF,Resnik,0.085,0.047
MF,Wang,0.344,0.305
