ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.165,0.133
BP,Lin,0.158,0.141
BP,Rel,0.129,0.11
BP,Resnik,0.085,0.077
BP,Wang,0.165,0.15
CC,Jiang,0.518,0.446
CC,Lin,0.255,0.214
CC,Rel,0.181,0.148
CC,Resnik,0.071,0.067
CC,Wang,0.375,0.342
MF,Jiang,0.311,0.273
MF,Lin,0.175,0.143
MF,Rel,0.127,0.099
MF,Resnik,0.058,0.047
MF,Wang,0.301,0.273
