from,to
2,6
8,61
9,36
10,31
13,23
16,11
17,57
18,29
19,62
22,55
24,4
25,1
26,5
27,38
28,7
32,3
33,14
34,37
40,52
41,46
42,20
43,12
44,53
45,21
48,65
49,66
50,35
51,59
54,30
56,39
58,15
60,47
64,63
