from,to
1,21
2,29
3,39
4,30
8,123
9,35
11,52
16,77
17,121
18,60
20,126
24,133
25,62
26,67
32,89
33,5
34,74
36,37
38,15
40,80
41,31
46,6
48,69
49,114
50,117
51,55
56,42
57,58
59,85
61,7
64,109
65,83
68,13
73,119
75,101
76,95
78,110
81,53
82,44
84,94
88,27
90,43
91,19
93,86
96,72
97,118
98,87
99,131
100,54
104,127
105,23
106,66
107,103
108,92
111,47
112,28
113,45
116,63
120,102
122,12
124,71
125,14
128,10
129,70
130,79
132,22
