ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.166,0.131
BP,Lin,0.168,0.141
BP,Rel,0.143,0.113
BP,Resnik,0.092,0.077
BP,Wang,0.173,0.136
CC,Jiang,0.507,0.486
CC,Lin,0.261,0.234
CC,Rel,0.191,0.162
CC,Resnik,0.075,0.069
CC,Wang,0.365,0.355
MF,Jiang,0.325,0.293
MF,Lin,0.201,0.162
MF,Rel,0.145,0.107
MF,Resnik,0.061,0.046
MF,Wang,0.325,0.3
