ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.13,0.121
BP,Lin,0.133,0.139
BP,Rel,0.105,0.111
BP,Resnik,0.072,0.078
BP,Wang,0.14,0.134
CC,Jiang,0.505,0.455
CC,Lin,0.231,0.217
CC,Rel,0.162,0.153
CC,Resnik,0.066,0.069
CC,Wang,0.34,0.33
MF,Jiang,0.289,0.241
MF,Lin,0.163,0.133
MF,Rel,0.11,0.09
MF,Resnik,0.045,0.044
MF,Wang,0.296,0.266
