ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.152,0.135
BP,Lin,0.154,0.146
BP,Rel,0.128,0.117
BP,Resnik,0.084,0.08
BP,Wang,0.159,0.135
CC,Jiang,0.5,0.478
CC,Lin,0.248,0.234
CC,Rel,0.179,0.163
CC,Resnik,0.071,0.07
CC,Wang,0.354,0.356
MF,Jiang,0.313,0.308
MF,Lin,0.187,0.171
MF,Rel,0.131,0.113
MF,Resnik,0.053,0.047
MF,Wang,0.313,0.314
