from,to
10,21
11,12
18,70
26,115
32,86
40,82
41,97
42,47
43,14
48,29
49,100
51,6
56,23
64,52
68,95
76,15
81,78
83,38
90,87
92,13
93,103
94,79
96,69
98,27
104,4
106,46
107,109
113,39
116,28
