ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.133,0.109
BP,Lin,0.137,0.132
BP,Rel,0.109,0.105
BP,Resnik,0.074,0.075
BP,Wang,0.142,0.134
CC,Jiang,0.499,0.438
CC,Lin,0.241,0.215
CC,Rel,0.168,0.151
CC,Resnik,0.069,0.069
CC,Wang,0.357,0.338
MF,Jiang,0.325,0.255
MF,Lin,0.179,0.138
MF,Rel,0.119,0.093
MF,Resnik,0.043,0.043
MF,Wang,0.314,0.272
