ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.134,0.109
BP,Lin,0.138,0.132
BP,Rel,0.11,0.104
BP,Resnik,0.074,0.075
BP,Wang,0.142,0.135
CC,Jiang,0.498,0.435
CC,Lin,0.24,0.21
CC,Rel,0.168,0.148
CC,Resnik,0.07,0.068
CC,Wang,0.356,0.333
MF,Jiang,0.326,0.254
MF,Lin,0.18,0.139
MF,Rel,0.12,0.093
MF,Resnik,0.043,0.044
MF,Wang,0.315,0.273
