ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.135,0.128
BP,Lin,0.139,0.154
BP,Rel,0.11,0.126
BP,Resnik,0.075,0.087
BP,Wang,0.143,0.155
CC,Jiang,0.498,0.492
CC,Lin,0.241,0.238
CC,Rel,0.169,0.165
CC,Resnik,0.07,0.07
CC,Wang,0.357,0.36
MF,Jiang,0.326,0.276
MF,Lin,0.181,0.139
MF,Rel,0.12,0.1
MF,Resnik,0.044,0.045
MF,Wang,0.316,0.266
