ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.135,0.137
BP,Lin,0.139,0.151
BP,Rel,0.11,0.122
BP,Resnik,0.075,0.082
BP,Wang,0.143,0.149
CC,Jiang,0.498,0.48
CC,Lin,0.241,0.239
CC,Rel,0.168,0.166
CC,Resnik,0.07,0.071
CC,Wang,0.357,0.364
MF,Jiang,0.326,0.283
MF,Lin,0.181,0.142
MF,Rel,0.12,0.099
MF,Resnik,0.044,0.042
MF,Wang,0.315,0.276
