ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.144,0.111
BP,Lin,0.149,0.131
BP,Rel,0.121,0.103
BP,Resnik,0.081,0.074
BP,Wang,0.152,0.135
CC,Jiang,0.504,0.441
CC,Lin,0.25,0.21
CC,Rel,0.178,0.147
CC,Resnik,0.073,0.066
CC,Wang,0.364,0.333
MF,Jiang,0.334,0.258
MF,Lin,0.191,0.139
MF,Rel,0.129,0.093
MF,Resnik,0.048,0.043
MF,Wang,0.324,0.273
