ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.133,0.109
BP,Lin,0.138,0.133
BP,Rel,0.109,0.105
BP,Resnik,0.075,0.076
BP,Wang,0.142,0.135
CC,Jiang,0.499,0.436
CC,Lin,0.242,0.214
CC,Rel,0.169,0.15
CC,Resnik,0.07,0.069
CC,Wang,0.358,0.337
MF,Jiang,0.325,0.257
MF,Lin,0.18,0.14
MF,Rel,0.119,0.094
MF,Resnik,0.043,0.044
MF,Wang,0.314,0.274
