ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.14,0.112
BP,Lin,0.144,0.135
BP,Rel,0.116,0.107
BP,Resnik,0.078,0.076
BP,Wang,0.148,0.137
CC,Jiang,0.5,0.475
CC,Lin,0.246,0.224
CC,Rel,0.173,0.156
CC,Resnik,0.071,0.067
CC,Wang,0.36,0.349
MF,Jiang,0.33,0.274
MF,Lin,0.186,0.143
MF,Rel,0.125,0.096
MF,Resnik,0.046,0.042
MF,Wang,0.319,0.273
