ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.136,0.109
BP,Lin,0.14,0.132
BP,Rel,0.112,0.104
BP,Resnik,0.076,0.075
BP,Wang,0.144,0.135
CC,Jiang,0.499,0.439
CC,Lin,0.243,0.211
CC,Rel,0.17,0.148
CC,Resnik,0.07,0.067
CC,Wang,0.358,0.334
MF,Jiang,0.328,0.254
MF,Lin,0.183,0.138
MF,Rel,0.122,0.093
MF,Resnik,0.044,0.043
MF,Wang,0.317,0.272
