ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.14,0.108
BP,Lin,0.146,0.134
BP,Rel,0.117,0.106
BP,Resnik,0.079,0.076
BP,Wang,0.149,0.136
CC,Jiang,0.497,0.426
CC,Lin,0.244,0.21
CC,Rel,0.172,0.148
CC,Resnik,0.072,0.07
CC,Wang,0.36,0.333
MF,Jiang,0.319,0.248
MF,Lin,0.177,0.136
MF,Rel,0.119,0.092
MF,Resnik,0.045,0.044
MF,Wang,0.313,0.272
