ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.176,0.111
BP,Lin,0.183,0.128
BP,Rel,0.156,0.102
BP,Resnik,0.1,0.073
BP,Wang,0.184,0.134
CC,Jiang,0.514,0.456
CC,Lin,0.277,0.212
CC,Rel,0.205,0.149
CC,Resnik,0.082,0.066
CC,Wang,0.383,0.328
MF,Jiang,0.349,0.282
MF,Lin,0.218,0.158
MF,Rel,0.158,0.106
MF,Resnik,0.065,0.044
MF,Wang,0.343,0.292
