ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.141,0.106
BP,Lin,0.148,0.132
BP,Rel,0.119,0.104
BP,Resnik,0.08,0.075
BP,Wang,0.151,0.135
CC,Jiang,0.5,0.428
CC,Lin,0.247,0.21
CC,Rel,0.174,0.149
CC,Resnik,0.073,0.07
CC,Wang,0.363,0.333
MF,Jiang,0.321,0.245
MF,Lin,0.18,0.134
MF,Rel,0.121,0.09
MF,Resnik,0.046,0.043
MF,Wang,0.315,0.27
