from,to
1,13
2,31
3,60
8,100
9,18
16,32
24,23
25,26
27,36
28,37
29,71
33,69
34,21
35,77
40,83
41,20
43,75
44,45
48,17
49,98
51,19
52,46
56,30
57,110
58,54
59,87
64,115
65,4
66,62
67,55
68,70
72,113
73,50
74,61
76,6
78,47
80,10
81,105
82,22
84,93
85,86
88,111
89,53
90,101
91,63
92,39
96,42
97,94
99,103
102,15
104,107
106,11
108,79
109,38
112,7
114,95
116,5
117,14
