from,to
1,2
3,76
5,54
8,14
9,22
11,69
12,62
13,46
16,7
17,50
18,23
19,59
24,74
25,20
27,39
28,37
32,66
33,6
34,15
35,4
38,55
40,75
41,53
42,26
43,45
48,68
49,30
51,44
56,31
57,21
60,47
61,63
64,29
65,58
67,52
70,71
72,36
73,10
