ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.137,0.108
BP,Lin,0.143,0.13
BP,Rel,0.115,0.103
BP,Resnik,0.078,0.074
BP,Wang,0.148,0.132
CC,Jiang,0.507,0.446
CC,Lin,0.243,0.213
CC,Rel,0.172,0.151
CC,Resnik,0.071,0.068
CC,Wang,0.355,0.331
MF,Jiang,0.312,0.246
MF,Lin,0.178,0.135
MF,Rel,0.122,0.091
MF,Resnik,0.047,0.043
MF,Wang,0.311,0.27
