ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.13,0.108
BP,Lin,0.135,0.131
BP,Rel,0.107,0.104
BP,Resnik,0.073,0.075
BP,Wang,0.14,0.133
CC,Jiang,0.506,0.444
CC,Lin,0.238,0.212
CC,Rel,0.166,0.149
CC,Resnik,0.069,0.068
CC,Wang,0.351,0.33
MF,Jiang,0.3,0.241
MF,Lin,0.166,0.133
MF,Rel,0.112,0.09
MF,Resnik,0.043,0.043
MF,Wang,0.301,0.269
