ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.131,0.11
BP,Lin,0.136,0.131
BP,Rel,0.108,0.104
BP,Resnik,0.074,0.075
BP,Wang,0.141,0.133
CC,Jiang,0.505,0.445
CC,Lin,0.238,0.213
CC,Rel,0.166,0.15
CC,Resnik,0.069,0.068
CC,Wang,0.351,0.33
MF,Jiang,0.303,0.243
MF,Lin,0.169,0.134
MF,Rel,0.113,0.091
MF,Resnik,0.044,0.043
MF,Wang,0.303,0.27
