ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.133,0.108
BP,Lin,0.138,0.13
BP,Rel,0.111,0.103
BP,Resnik,0.075,0.074
BP,Wang,0.144,0.132
CC,Jiang,0.507,0.447
CC,Lin,0.24,0.214
CC,Rel,0.169,0.151
CC,Resnik,0.07,0.068
CC,Wang,0.353,0.33
MF,Jiang,0.305,0.246
MF,Lin,0.171,0.135
MF,Rel,0.116,0.091
MF,Resnik,0.045,0.043
MF,Wang,0.305,0.27
