ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.131,0.108
BP,Lin,0.135,0.128
BP,Rel,0.108,0.101
BP,Resnik,0.074,0.073
BP,Wang,0.142,0.134
CC,Jiang,0.501,0.438
CC,Lin,0.238,0.207
CC,Rel,0.166,0.145
CC,Resnik,0.068,0.065
CC,Wang,0.352,0.325
MF,Jiang,0.307,0.243
MF,Lin,0.172,0.133
MF,Rel,0.115,0.09
MF,Resnik,0.044,0.043
MF,Wang,0.304,0.265
