ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.133,0.129
BP,Lin,0.138,0.135
BP,Rel,0.11,0.109
BP,Resnik,0.075,0.074
BP,Wang,0.145,0.135
CC,Jiang,0.501,0.487
CC,Lin,0.241,0.228
CC,Rel,0.169,0.159
CC,Resnik,0.069,0.066
CC,Wang,0.353,0.353
MF,Jiang,0.307,0.267
MF,Lin,0.174,0.141
MF,Rel,0.118,0.096
MF,Resnik,0.045,0.042
MF,Wang,0.305,0.273
