ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.155,0.118
BP,Lin,0.16,0.128
BP,Rel,0.133,0.101
BP,Resnik,0.088,0.071
BP,Wang,0.165,0.136
CC,Jiang,0.512,0.462
CC,Lin,0.26,0.215
CC,Rel,0.188,0.149
CC,Resnik,0.076,0.065
CC,Wang,0.367,0.337
MF,Jiang,0.326,0.268
MF,Lin,0.197,0.148
MF,Rel,0.139,0.099
MF,Resnik,0.056,0.043
MF,Wang,0.324,0.282
