ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.133,0.13
BP,Lin,0.138,0.138
BP,Rel,0.11,0.111
BP,Resnik,0.075,0.076
BP,Wang,0.145,0.137
CC,Jiang,0.501,0.48
CC,Lin,0.241,0.23
CC,Rel,0.168,0.16
CC,Resnik,0.069,0.067
CC,Wang,0.353,0.355
MF,Jiang,0.307,0.261
MF,Lin,0.174,0.139
MF,Rel,0.117,0.094
MF,Resnik,0.045,0.042
MF,Wang,0.305,0.27
