ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.133,0.108
BP,Lin,0.138,0.128
BP,Rel,0.11,0.101
BP,Resnik,0.075,0.073
BP,Wang,0.144,0.134
CC,Jiang,0.503,0.443
CC,Lin,0.242,0.208
CC,Rel,0.169,0.145
CC,Resnik,0.069,0.065
CC,Wang,0.354,0.326
MF,Jiang,0.308,0.248
MF,Lin,0.174,0.136
MF,Rel,0.118,0.092
MF,Resnik,0.045,0.043
MF,Wang,0.306,0.27
