from,to
1,75
2,3
5,6
8,56
9,42
10,27
11,54
12,52
14,15
16,67
17,51
19,44
24,46
25,34
26,39
28,7
32,68
36,13
37,22
40,35
41,74
43,71
48,60
49,45
50,38
57,58
59,21
61,23
62,55
63,31
64,20
65,33
66,47
69,53
70,30
72,29
73,18
76,4
