ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.181,0.114
BP,Lin,0.177,0.116
BP,Rel,0.16,0.091
BP,Resnik,0.095,0.065
BP,Wang,0.182,0.141
CC,Jiang,0.431,0.474
CC,Lin,0.248,0.211
CC,Rel,0.197,0.15
CC,Resnik,0.074,0.062
CC,Wang,0.307,0.322
MF,Jiang,0.313,0.242
MF,Lin,0.234,0.138
MF,Rel,0.181,0.095
MF,Resnik,0.078,0.043
MF,Wang,0.335,0.271
