ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.143,0.099
BP,Lin,0.135,0.12
BP,Rel,0.116,0.098
BP,Resnik,0.075,0.071
BP,Wang,0.158,0.135
CC,Jiang,0.527,0.449
CC,Lin,0.244,0.194
CC,Rel,0.183,0.142
CC,Resnik,0.07,0.061
CC,Wang,0.322,0.291
MF,Jiang,0.283,0.212
MF,Lin,0.174,0.12
MF,Rel,0.126,0.083
MF,Resnik,0.058,0.044
MF,Wang,0.319,0.25
