ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.141,0.113
BP,Lin,0.143,0.134
BP,Rel,0.114,0.106
BP,Resnik,0.077,0.076
BP,Wang,0.147,0.135
CC,Jiang,0.497,0.434
CC,Lin,0.238,0.209
CC,Rel,0.168,0.146
CC,Resnik,0.069,0.067
CC,Wang,0.353,0.335
MF,Jiang,0.325,0.252
MF,Lin,0.182,0.138
MF,Rel,0.122,0.093
MF,Resnik,0.045,0.044
MF,Wang,0.317,0.273
