ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.139,0.114
BP,Lin,0.141,0.134
BP,Rel,0.112,0.106
BP,Resnik,0.076,0.076
BP,Wang,0.145,0.135
CC,Jiang,0.496,0.432
CC,Lin,0.235,0.209
CC,Rel,0.166,0.146
CC,Resnik,0.068,0.067
CC,Wang,0.351,0.335
MF,Jiang,0.324,0.253
MF,Lin,0.18,0.138
MF,Rel,0.12,0.093
MF,Resnik,0.044,0.044
MF,Wang,0.316,0.272
