ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.137,0.112
BP,Lin,0.137,0.133
BP,Rel,0.109,0.106
BP,Resnik,0.074,0.075
BP,Wang,0.143,0.136
CC,Jiang,0.494,0.432
CC,Lin,0.232,0.206
CC,Rel,0.162,0.145
CC,Resnik,0.067,0.066
CC,Wang,0.347,0.331
MF,Jiang,0.319,0.25
MF,Lin,0.176,0.137
MF,Rel,0.117,0.092
MF,Resnik,0.043,0.044
MF,Wang,0.311,0.272
