ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.139,0.148
BP,Lin,0.141,0.152
BP,Rel,0.112,0.122
BP,Resnik,0.076,0.08
BP,Wang,0.145,0.148
CC,Jiang,0.496,0.44
CC,Lin,0.235,0.233
CC,Rel,0.165,0.168
CC,Resnik,0.068,0.073
CC,Wang,0.35,0.366
MF,Jiang,0.324,0.316
MF,Lin,0.18,0.165
MF,Rel,0.12,0.112
MF,Resnik,0.045,0.042
MF,Wang,0.316,0.286
