ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.168,0.12
BP,Lin,0.172,0.133
BP,Rel,0.144,0.106
BP,Resnik,0.093,0.074
BP,Wang,0.174,0.137
CC,Jiang,0.511,0.447
CC,Lin,0.262,0.214
CC,Rel,0.192,0.15
CC,Resnik,0.077,0.067
CC,Wang,0.371,0.341
MF,Jiang,0.347,0.27
MF,Lin,0.209,0.147
MF,Rel,0.148,0.098
MF,Resnik,0.059,0.044
MF,Wang,0.339,0.281
