from,to
1,47
2,26
4,38
6,22
8,74
9,23
10,61
12,55
14,31
16,20
17,25
18,45
21,15
24,19
28,69
32,67
33,41
34,39
35,71
36,7
40,59
42,11
43,29
44,37
48,30
49,53
50,60
51,46
56,3
57,63
58,68
64,5
66,62
70,54
72,13
73,65
75,52
